"Id","Slug","Title","Subtitle","HostSegmentTitle","ForumId","OrganizationId","CompetitionTypeId","HostName","EnabledDate","DeadlineDate","ProhibitNewEntrantsDeadlineDate","TeamMergerDeadlineDate","TeamModelDeadlineDate","ModelSubmissionDeadlineDate","FinalLeaderboardHasBeenVerified","HasKernels","OnlyAllowKernelSubmissions","HasLeaderboard","LeaderboardPercentage","LeaderboardDisplayFormat","EvaluationAlgorithmAbbreviation","EvaluationAlgorithmName","EvaluationAlgorithmDescription","EvaluationAlgorithmIsMax","ValidationSetName","ValidationSetValue","MaxDailySubmissions","NumScoredSubmissions","MaxTeamSize","BanTeamMergers","EnableTeamModels","EnableSubmissionModelHashes","EnableSubmissionModelAttachments","RewardType","RewardQuantity","NumPrizes","UserRankMultiplier","CanQualifyTiers","TotalTeams","TotalCompetitors","TotalSubmissions"
"2464","socialNetwork","IJCNN Social Network Challenge","This competition requires participants to predict edges in an online social network. The winner will receive free registration and the opportunity to present their solution at IJCNN 2011.","Featured","26","","1","","11/08/2010 00:00:00","01/11/2011 22:00:00","","","","","True","True","False","True","20","0.00000","AUC","Area Under Receiver Operating Characteristic Curve","Measures discrimination. Calculates how well an algorithm separates true positives from false positives. Overall good metric for classification problems. Has range [0.5, 1.0]","True","A real number","(-Infinity, Infinity)","2","5","","False","False","False","False","USD","950.0000","1","1","True","117","141","1124"
"2439","informs2010","INFORMS Data Mining Contest 2010","The goal of this contest is to predict short term movements in stock prices. The winners of this contest will be honoured of the INFORMS Annual Meeting in Austin-Texas (November 7-10).","Featured","4","","1","","06/21/2010 21:53:25","10/10/2010 02:28:00","","","","","True","True","False","True","10","0.00000","AUC","Area Under Receiver Operating Characteristic Curve","Measures discrimination. Calculates how well an algorithm separates true positives from false positives. Overall good metric for classification problems. Has range [0.5, 1.0]","True","A real number","(-Infinity, Infinity)","5","5","","False","False","False","False","USD","0.0000","1","1","True","145","153","1483"
"2549","SemiSupervisedFeatureLearning","Semi-Supervised Feature Learning","There's been a lot of recent work done in unsupervised feature learning for classification and there are a ton of older methods that also work well. The purpose of this competition is to find out which of these methods work best on relatively large-scale high dimensional learning tasks.","Featured","55","","1","","09/24/2011 04:01:31","10/17/2011 23:59:59","","","","","True","False","False","True","30","0.00000","AUC","Area Under Receiver Operating Characteristic Curve","Measures discrimination. Calculates how well an algorithm separates true positives from false positives. Overall good metric for classification problems. Has range [0.5, 1.0]","True","A real number","(-Infinity, Infinity)","2","4","","False","False","False","False","USD","500.0000","1","1","True","26","27","229"
"2551","GiveMeSomeCredit","Give Me Some Credit","Improve on the state of the art in credit scoring by predicting the probability that somebody will experience financial distress in the next two years.","Featured","51","","1","","09/19/2011 12:45:34","12/15/2011 23:59:59","","","","","True","True","False","True","30","0.00000","AUC","Area Under Receiver Operating Characteristic Curve","Measures discrimination. Calculates how well an algorithm separates true positives from false positives. Overall good metric for classification problems. Has range [0.5, 1.0]","True","Predicted Probability","[0,1]","2","5","","False","False","False","False","USD","5000.0000","3","1","True","924","996","7722"
"2711","MineriadeDatosUniandes","Mineria de Datos Uniandes","Concurso para aplicar las técnicas aprendidas en la clase de Minería de Datos.","InClass","86","","1","","01/10/2012 17:22:04","05/30/2012 23:59:59","","","","","True","False","False","True","30","0.00000","AUC","Area Under Receiver Operating Characteristic Curve","Measures discrimination. Calculates how well an algorithm separates true positives from false positives. Overall good metric for classification problems. Has range [0.5, 1.0]","True","Predicted Probability","[0,1]","10","3","","False","False","False","False","Knowledge","5.0000","3","0","False","18","19","435"
"3023","detecting-insults-in-social-commentary","Detecting Insults in Social Commentary","Predict whether a comment posted during a public discussion is considered insulting to one of the participants.","Recruitment","148","","1","Impermium Corporation","09/18/2012 17:42:36","09/21/2012 23:59:00","","","","09/21/2012 23:59:00","True","True","False","True","0","0.00000","AUC","Area Under Receiver Operating Characteristic Curve","Measures discrimination. Calculates how well an algorithm separates true positives from false positives. Overall good metric for classification problems. Has range [0.5, 1.0]","True","Predicted Probability","[0,1]","5","5","1","True","False","False","True","USD","10000.0000","2","1","True","50","50","173"
"2831","ecopetrol","Ecopetrol","Tiene como objetivo implementar un modelo de clasificacion","InClass","118","","1","","03/28/2012 23:11:19","03/31/2012 23:59:59","","","","","True","False","False","True","30","0.00000","AUC","Area Under Receiver Operating Characteristic Curve","Measures discrimination. Calculates how well an algorithm separates true positives from false positives. Overall good metric for classification problems. Has range [0.5, 1.0]","True","A real number","(-Infinity, Infinity)","5","5","","False","False","False","False","Knowledge","5.0000","1","0","False","1","1","3"
"2752","webspam","Обнаружение веб-спама","Соревнование в рамках курса ШАД ""Веб-Графы""","InClass","100","","1","","02/20/2012 16:10:42","06/01/2012 23:59:59","","","","","True","False","False","True","2","0.00000","AUC","Area Under Receiver Operating Characteristic Curve","Measures discrimination. Calculates how well an algorithm separates true positives from false positives. Overall good metric for classification problems. Has range [0.5, 1.0]","True","Predicted Probability","[0,1]","5","5","","False","False","False","False","Knowledge","","3","0","False","6","16","81"
"3645","multilabel-bird-species-classification-nips2013","Multi-label Bird Species Classification - NIPS 2013","Identify which of 87 classes of birds and amphibians are present into 1000 continuous wild sound recordings","Research","326","","1","DYNI, Toulon University","10/16/2013 21:40:27","11/24/2013 23:59:00","","","","","True","True","False","True","33","0.00000","AUC","Area Under Receiver Operating Characteristic Curve","Measures discrimination. Calculates how well an algorithm separates true positives from false positives. Overall good metric for classification problems. Has range [0.5, 1.0]","True","Predicted Probability","[0,1]","2","5","","False","False","False","False","Knowledge","","1","1","True","32","39","405"
"3524","accelerometer-biometric-competition","Accelerometer Biometric Competition","Recognize users of mobile devices from accelerometer data","Research","280","","1","Seal Mobile ID","07/23/2013 16:32:24","11/22/2013 23:59:00","","11/20/2013 22:40:00","","","True","True","False","True","30","0.00000","AUC","Area Under Receiver Operating Characteristic Curve","Measures discrimination. Calculates how well an algorithm separates true positives from false positives. Overall good metric for classification problems. Has range [0.5, 1.0]","True","A real number","(-Infinity, Infinity)","5","2","","False","False","False","False","USD","5000.0000","4","1","True","630","770","7116"
"3526","stumbleupon","StumbleUpon Evergreen Classification Challenge","Build a classifier to categorize webpages as evergreen or non-evergreen","Featured","292","","1","StumbleUpon","08/16/2013 20:12:24","10/31/2013 23:59:59","","","","","True","True","False","True","20","0.00000","AUC","Area Under Receiver Operating Characteristic Curve","Measures discrimination. Calculates how well an algorithm separates true positives from false positives. Overall good metric for classification problems. Has range [0.5, 1.0]","True","A real number","(-Infinity, Infinity)","2","2","1","True","False","False","False","USD","5000.0000","1","1","True","624","624","7486"
"3495","gorniczy-spam","Gorniczy spam","W imię wzrostu produkcji i realizacji planu pięcioletniego stajemy do walki ze szkodnikami pocztowymi.","InClass","262","","1","Poznan University of Technology, Poland","04/25/2013 16:54:09","05/14/2013 23:59:59","","","","","True","False","False","True","25","0.00000","AUC","Area Under Receiver Operating Characteristic Curve","Measures discrimination. Calculates how well an algorithm separates true positives from false positives. Overall good metric for classification problems. Has range [0.5, 1.0]","True","Predicted Probability","[0,1]","100","3","","True","False","False","False","Knowledge","1.0000","1","0","False","8","10","84"
"3507","the-icml-2013-bird-challenge","The ICML 2013 Bird Challenge","Identify bird species from continuous audio recordings","Research","270","","1","Université de Toulon - France","05/08/2013 20:50:20","06/17/2013 23:59:59","","","","","True","False","False","True","33","0.00000","AUC","Area Under Receiver Operating Characteristic Curve","Measures discrimination. Calculates how well an algorithm separates true positives from false positives. Overall good metric for classification problems. Has range [0.5, 1.0]","True","A real number","(-Infinity, Infinity)","2","5","","False","False","False","False","USD","500.0000","1","1","True","76","87","545"
"3509","the-icml-2013-whale-challenge-right-whale-redux","The ICML 2013 Whale Challenge - Right Whale Redux","Develop recognition solutions to detect and classify right whales for BIG data mining and exploration studies","Research","271","","1","Cornell University","05/10/2013 20:15:46","06/17/2013 23:59:59","","","","","True","False","False","True","30","0.00000","AUC","Area Under Receiver Operating Characteristic Curve","Measures discrimination. Calculates how well an algorithm separates true positives from false positives. Overall good metric for classification problems. Has range [0.5, 1.0]","True","A real number","(-Infinity, Infinity)","3","2","","False","False","False","False","USD","500.0000","2","1","True","129","158","1005"
"3517","mlsp-2013-birds","MLSP 2013 Bird Classification Challenge","Predict the set of bird species present in an audio recording, collected in field conditions.","Research","275","","1","IEEE MLSP 2013 Organizing Committee","06/17/2013 23:50:58","08/19/2013 23:59:59","","","08/19/2013 23:59:00","","True","True","False","True","33","0.00000","AUC","Area Under Receiver Operating Characteristic Curve","Measures discrimination. Calculates how well an algorithm separates true positives from false positives. Overall good metric for classification problems. Has range [0.5, 1.0]","True","Predicted Probability","[0,1]","2","2","","False","True","False","False","USD","1800.0000","3","1","True","79","107","991"
"3412","just-the-basics-the-after-party","Just the Basics - Strata 2013 After-party","Live from Santa Clara, CA","Getting Started","226","4","1","Kaggle","02/26/2013 21:56:57","03/01/2013 01:00:00","","","","","True","False","False","True","30","0.00000","AUC","Area Under Receiver Operating Characteristic Curve","Measures discrimination. Calculates how well an algorithm separates true positives from false positives. Overall good metric for classification problems. Has range [0.5, 1.0]","True","A real number","(-Infinity, Infinity)","20","5","","False","False","False","False","Knowledge","","1","0","False","48","51","817"
"3469","predict-who-is-more-influential-in-a-social-network","Influencers in Social Networks","Predict which people are influential in a social network","Featured","254","","1","Data Science London","04/13/2013 12:00:30","04/14/2013 12:00:00","","","","","True","True","False","True","50","0.00000","AUC","Area Under Receiver Operating Characteristic Curve","Measures discrimination. Calculates how well an algorithm separates true positives from false positives. Overall good metric for classification problems. Has range [0.5, 1.0]","True","Predicted Probability","[0,1]","40","5","6","True","False","False","False","USD","2350.0000","1","0.25","False","132","177","2105"
"3471","challenges-in-representation-learning-multi-modal-learning","Challenges in Representation Learning: Multi-modal Learning","The multi-modal learning challenge","Research","252","","1","ICML 2013 Workshop on Representation Learning","04/12/2013 23:10:25","05/24/2013 23:59:00","","","","05/17/2013 23:59:00","True","False","False","True","0","0.00000","AUC","Area Under Receiver Operating Characteristic Curve","Measures discrimination. Calculates how well an algorithm separates true positives from false positives. Overall good metric for classification problems. Has range [0.5, 1.0]","True","Predicted Probability","[0,1]","2","5","","False","False","False","True","USD","500.0000","2","1","True","24","31","126"
"3337","just-the-basics-strata-2013","Just the Basics - Strata 2013","Live from Santa Clara, CA - Core Data Science Skills with Kaggle’s Top Competitors","Getting Started","224","4","1","Kaggle","02/19/2013 17:34:24","02/26/2013 20:30:00","","","","","True","False","False","True","25","0.00000","AUC","Area Under Receiver Operating Characteristic Curve","Measures discrimination. Calculates how well an algorithm separates true positives from false positives. Overall good metric for classification problems. Has range [0.5, 1.0]","True","A real number","(-Infinity, Infinity)","10000","2","","False","False","False","False","Knowledge","0.0000","1","0","False","49","52","290"
"3338","amazon-employee-access-challenge","Amazon.com - Employee Access Challenge","Predict an employee's access needs, given his/her job role","Featured","272","","1","Amazon.com","05/29/2013 19:56:38","07/31/2013 23:59:00","","","","","True","True","False","True","30","0.00000","AUC","Area Under Receiver Operating Characteristic Curve","Measures discrimination. Calculates how well an algorithm separates true positives from false positives. Overall good metric for classification problems. Has range [0.5, 1.0]","True","A real number","(-Infinity, Infinity)","2","2","","False","False","False","False","USD","5000.0000","3","1","True","1686","1839","16870"
"3353","whale-detection-challenge","The Marinexplore and Cornell University Whale Detection Challenge","Create an algorithm to detect North Atlantic right whale calls from audio recordings, prevent collisions with shipping traffic","Featured","219","","1","Marinexplore and Cornell University","02/08/2013 00:00:00","04/08/2013 00:00:00","","","","","True","False","False","True","30","0.00000","AUC","Area Under Receiver Operating Characteristic Curve","Measures discrimination. Calculates how well an algorithm separates true positives from false positives. Overall good metric for classification problems. Has range [0.5, 1.0]","True","A real number","(-Infinity, Infinity)","4","5","","False","False","False","False","USD","10000.0000","2","1","True","245","309","3293"
"3163","facebook-ii","Facebook II - Mapping the Internet","Round II of the Facebook Recruiting Competition.","Recruitment","177","2","1","Facebook","10/24/2012 16:02:59","11/21/2012 23:59:00","","","","","True","False","False","True","25","0.00000","AUC","Area Under Receiver Operating Characteristic Curve","Measures discrimination. Calculates how well an algorithm separates true positives from false positives. Overall good metric for classification problems. Has range [0.5, 1.0]","True","Predicted Probability","[0,1]","2","5","1","False","False","False","False","Jobs","","1","1","True","111","111","840"
"3126","algorithmic-composition","Algorithmic composition","Классификация с помощью алгоритмических композиций","InClass","161","","1","Moscow Institute of Physics and Technology","09/11/2012 10:40:31","11/09/2012 00:00:00","","","","","True","False","False","True","100","0.00000","AUC","Area Under Receiver Operating Characteristic Curve","Measures discrimination. Calculates how well an algorithm separates true positives from false positives. Overall good metric for classification problems. Has range [0.5, 1.0]","True","A real number","(-Infinity, Infinity)","10","15","","True","False","False","False","Knowledge","1.0000","1","0","False","95","95","1545"
"4567","fast","Dimensionality reduction","Classify music symbols using dimensionality reductions techniques, assignment 4 for SPRL at FAST, National University of Computer & Emergin","InClass","839","","1","FAST, National University of Computer & Emerging Sciences, Lahore Campus, Pakistan","10/08/2015 22:48:41","10/21/2015 23:59:00","","","","","True","False","False","True","40","0.00000","AUC","Area Under Receiver Operating Characteristic Curve","Measures discrimination. Calculates how well an algorithm separates true positives from false positives. Overall good metric for classification problems. Has range [0.5, 1.0]","True","Predicted Probability","[0,1]","20","15","","True","False","False","False","Knowledge","0.0000","1","0","False","5","5","32"
"4657","homesite-quote-conversion","Homesite Quote Conversion","Which customers will purchase a quoted insurance plan?","Featured","907","","1","Homesite","11/09/2015 19:29:00","02/08/2016 23:59:00","02/01/2016 23:59:00","02/01/2016 23:59:00","04/01/2016 23:59:00","","True","True","False","True","30","0.00000","AUC","Area Under Receiver Operating Characteristic Curve","Measures discrimination. Calculates how well an algorithm separates true positives from false positives. Overall good metric for classification problems. Has range [0.5, 1.0]","True","Predicted Probability","[0,1]","5","2","","False","True","False","False","USD","20000.0000","3","1","True","1755","1916","36264"
"4400","fivt-hw2-spring2015","FIVT_HW2_SPRING2015","Определите по данным ЭКГ, болен ли пациент?","InClass","710","","1","MIPT FIVT","04/30/2015 18:08:45","05/12/2015 23:59:00","","","","","True","False","False","True","50","0.00000","AUC","Area Under Receiver Operating Characteristic Curve","Measures discrimination. Calculates how well an algorithm separates true positives from false positives. Overall good metric for classification problems. Has range [0.5, 1.0]","True","Predicted Probability","[0,1]","2","2","","True","False","False","False","Knowledge","","1","0","False","14","14","52"
"4487","springleaf-marketing-response","Springleaf Marketing Response","Determine whether to send a direct mail piece to a customer","Featured","771","","1","Springleaf","08/14/2015 14:23:08","10/19/2015 23:59:00","10/12/2015 23:59:00","10/12/2015 23:59:00","11/12/2015 23:59:00","","True","True","False","True","30","0.00000","AUC","Area Under Receiver Operating Characteristic Curve","Measures discrimination. Calculates how well an algorithm separates true positives from false positives. Overall good metric for classification problems. Has range [0.5, 1.0]","True","Predicted Probability","[0,1]","5","2","","False","True","False","False","USD","100000.0000","5","1","True","2221","2482","39242"
"4493","dato-native","Truly Native?","Predict which web pages served by StumbleUpon are sponsored","Featured","767","","1","Dato","08/06/2015 21:33:47","10/14/2015 23:59:00","10/07/2015 23:59:00","10/07/2015 23:59:00","11/21/2015 23:59:00","","True","True","False","True","40","0.00000","AUC","Area Under Receiver Operating Characteristic Curve","Measures discrimination. Calculates how well an algorithm separates true positives from false positives. Overall good metric for classification problems. Has range [0.5, 1.0]","True","Predicted Probability","[0,1]","3","2","","False","True","False","False","USD","10000.0000","1","1","True","273","339","3220"
"4520","comet-track-recognition-mlhep-2015","COMET track recognition [MLHEP 2015]","Guess which points belong to signal track","InClass","779","","1","Summer School of Machine Learning in High Energy Physics","08/25/2015 19:00:15","08/30/2015 14:45:00","","","","","True","False","False","True","50","0.00000","AUC","Area Under Receiver Operating Characteristic Curve","Measures discrimination. Calculates how well an algorithm separates true positives from false positives. Overall good metric for classification problems. Has range [0.5, 1.0]","True","Predicted Probability","[0,1]","20","2","2","False","False","False","False","Knowledge","0.0000","1","0","False","28","38","425"
"4413","kruki-z-cytadeli","Kruki z Cytadeli","Konkurs dotyczący klasyfikacji, grywalizowany kurs eksploracji danych @PUT","InClass","715","","1","Poznan University of Technology, Poland","05/04/2015 21:05:33","06/12/2015 23:59:00","","","","","True","False","False","True","50","0.00000","AUC","Area Under Receiver Operating Characteristic Curve","Measures discrimination. Calculates how well an algorithm separates true positives from false positives. Overall good metric for classification problems. Has range [0.5, 1.0]","True","Predicted Probability","[0,1]","500","1","","True","False","False","False","Knowledge","1.0000","1","0","False","5","5","99"
"4366","predict-west-nile-virus","West Nile Virus Prediction","Predict West Nile virus in mosquitos across the city of Chicago","Featured","695","","1","City of Chicago, RWJF","04/22/2015 21:31:33","06/17/2015 23:59:00","06/10/2015 23:59:00","06/10/2015 23:59:00","07/17/2015 23:59:00","","True","True","False","True","2","0.00000","AUC","Area Under Receiver Operating Characteristic Curve","Measures discrimination. Calculates how well an algorithm separates true positives from false positives. Overall good metric for classification problems. Has range [0.5, 1.0]","True","Predicted Probability","[0,1]","5","2","","False","True","False","False","USD","40000.0000","3","1","True","1304","1445","29882"
"4278","chesstimating","chesstimating","Соревнование по оценке шахматной позиции","InClass","637","","1","Яндекс","02/26/2015 23:06:32","06/26/2015 23:59:00","","","","","True","False","False","True","50","0.00000","AUC","Area Under Receiver Operating Characteristic Curve","Measures discrimination. Calculates how well an algorithm separates true positives from false positives. Overall good metric for classification problems. Has range [0.5, 1.0]","True","Predicted Probability","[0,1]","20","2","1","True","False","False","False","Knowledge","","1","0","False","5","5","16"
"4294","facebook-recruiting-iv-human-or-bot","Facebook Recruiting IV: Human or Robot?","Predict if an online bid is made by a machine or a human","Recruitment","702","2","1","Facebook","04/27/2015 16:40:01","06/08/2015 23:59:00","06/01/2015 23:59:00","","06/12/2015 23:59:00","","True","True","False","True","30","0.00000","AUC","Area Under Receiver Operating Characteristic Curve","Measures discrimination. Calculates how well an algorithm separates true positives from false positives. Overall good metric for classification problems. Has range [0.5, 1.0]","True","Predicted Probability","[0,1]","3","2","1","True","True","False","False","Jobs","1.0000","1","1","True","983","983","13546"
"4175","ga-ds-14-insult-detection","GA-DS 14 Insult Detection","Insult Detection Competition","InClass","577","","1","General Assembly","12/17/2014 17:55:52","01/08/2015 23:59:00","","","","","True","False","False","True","50","0.00000","AUC","Area Under Receiver Operating Characteristic Curve","Measures discrimination. Calculates how well an algorithm separates true positives from false positives. Overall good metric for classification problems. Has range [0.5, 1.0]","True","Predicted Probability","[0,1]","2","2","","True","False","False","False","Knowledge","1.0000","1","0","False","18","18","68"
"4209","higgs-competition","Higgs Competition","Detect Higgs decay (Higgs into two taus) in LHC ATLAS data!
An exercise for course of ML at Imperial College London.","InClass","1040","","1","Yandex School of Data Analysis (YSDA)","02/02/2016 16:41:50","02/07/2016 23:59:00","","","","","True","False","False","True","50","0.00000","AUC","Area Under Receiver Operating Characteristic Curve","Measures discrimination. Calculates how well an algorithm separates true positives from false positives. Overall good metric for classification problems. Has range [0.5, 1.0]","True","Predicted Probability","[0,1]","20","2","2","False","False","False","False","Knowledge","","1","0","False","13","13","117"
"4167","gads15-classification-review","GADS15 Classification Review","Predicting news content on the web!","InClass","562","","1","General Assembly NYC","12/02/2014 23:14:43","12/16/2014 23:59:00","","","","","True","False","False","True","50","0.00000","AUC","Area Under Receiver Operating Characteristic Curve","Measures discrimination. Calculates how well an algorithm separates true positives from false positives. Overall good metric for classification problems. Has range [0.5, 1.0]","True","Predicted Probability","[0,1]","20","2","","False","False","False","False","Knowledge","1.0000","1","0","False","13","13","27"
"4172","ga-dat-14","GA-DS 14 Insult Detection II","Sentiment Analysis - Insult detection","InClass","587","","1","General Assembly","01/14/2015 00:59:27","02/01/2015 23:59:00","","","","","True","False","False","True","50","0.00000","AUC","Area Under Receiver Operating Characteristic Curve","Measures discrimination. Calculates how well an algorithm separates true positives from false positives. Overall good metric for classification problems. Has range [0.5, 1.0]","True","Predicted Probability","[0,1]","2","2","","True","False","False","False","Knowledge","1.0000","1","0","False","24","24","75"
"4043","inria-bci-challenge","BCI Challenge @ NER 2015","A spell on you if you cannot detect errors!","Research","549","","1","INRIA","11/19/2014 23:38:41","02/24/2015 23:59:00","02/17/2015 23:59:00","02/17/2015 23:59:00","","","True","True","False","True","20","0.00000","AUC","Area Under Receiver Operating Characteristic Curve","Measures discrimination. Calculates how well an algorithm separates true positives from false positives. Overall good metric for classification problems. Has range [0.5, 1.0]","True","Predicted Probability","[0,1]","3","2","","False","False","False","False","USD","1000.0000","3","1","True","260","311","4343"
"4050","predict-repeat-restaurant-bookings","Predict Repeat Restaurant Bookings","Predict the propensity of a second restaurant booking on EZTABLE.com within 90 days of a user's first booking","InClass","519","","1","Institute of Service Science, National Tsing Hua University and EZTABLE","10/23/2014 12:54:13","12/23/2014 23:59:00","","","","","True","False","False","True","50","0.00000","AUC","Area Under Receiver Operating Characteristic Curve","Measures discrimination. Calculates how well an algorithm separates true positives from false positives. Overall good metric for classification problems. Has range [0.5, 1.0]","True","Predicted Probability","[0,1]","2","2","3","True","False","False","False","Knowledge","","1","0","False","19","30","109"
"4024","ga-data-science-workshop","GA Data Science Workshop","This is a review assignment the GA Data Science Workshop to cover classification.","InClass","510","","1","General Assembly","10/04/2014 03:07:31","10/12/2014 23:59:00","","","","","True","False","False","True","50","0.00000","AUC","Area Under Receiver Operating Characteristic Curve","Measures discrimination. Calculates how well an algorithm separates true positives from false positives. Overall good metric for classification problems. Has range [0.5, 1.0]","True","Predicted Probability","[0,1]","2","2","","True","False","False","False","Knowledge","1.0000","1","0","False","10","10","41"
"4031","axa-driver-telematics-analysis","Driver Telematics Analysis","Use telematic data to identify a driver signature","Featured","573","","1","AXA","12/15/2014 14:00:00","03/16/2015 23:59:00","03/09/2015 23:59:00","03/09/2015 23:59:00","04/16/2015 23:59:00","","True","True","False","True","30","0.00000","AUC","Area Under Receiver Operating Characteristic Curve","Measures discrimination. Calculates how well an algorithm separates true positives from false positives. Overall good metric for classification problems. Has range [0.5, 1.0]","True","Predicted Probability","[0,1]","5","2","","False","True","False","False","USD","30000.0000","3","1","True","1524","1861","35962"
"3949","random-acts-of-pizza","Random Acts of Pizza","Predicting altruism through free pizza","Playground","464","4","1","Kaggle","05/29/2014 20:14:10","06/01/2015 23:59:00","","","","","True","True","False","True","100","0.00000","AUC","Area Under Receiver Operating Characteristic Curve","Measures discrimination. Calculates how well an algorithm separates true positives from false positives. Overall good metric for classification problems. Has range [0.5, 1.0]","True","Predicted Probability","[0,1]","5","2","","False","False","False","False","Knowledge","","1","0","False","462","503","3570"
"3960","seizure-prediction","American Epilepsy Society Seizure Prediction Challenge","Predict seizures in intracranial EEG recordings","Research","484","","1","National Institutes of Health (NINDS), Mayo Clinic, University of Pennsylvania","08/25/2014 16:15:33","11/17/2014 23:59:00","11/10/2014 23:59:00","11/10/2014 23:59:00","","","True","True","False","True","40","0.00000","AUC","Area Under Receiver Operating Characteristic Curve","Measures discrimination. Calculates how well an algorithm separates true positives from false positives. Overall good metric for classification problems. Has range [0.5, 1.0]","True","Predicted Probability","[0,1]","10","2","","False","False","False","False","USD","25000.0000","3","1","True","504","653","17777"
"3971","word2vec-nlp-tutorial","Bag of Words Meets Bags of Popcorn","Use Google's Word2Vec for movie reviews","Getting Started","567","4","1","Kaggle","12/09/2014 19:02:24","06/30/2015 23:59:00","","","","","True","True","False","True","100","0.00000","AUC","Area Under Receiver Operating Characteristic Curve","Measures discrimination. Calculates how well an algorithm separates true positives from false positives. Overall good metric for classification problems. Has range [0.5, 1.0]","True","Predicted Probability","[0,1]","5","2","","False","False","False","False","Knowledge","0.0000","1","0","False","577","659","4271"
"3897","acquire-valued-shoppers-challenge","Acquire Valued Shoppers Challenge","Predict which shoppers will become repeat buyers","Featured","433","","1","Catalina Marketing","04/10/2014 19:49:24","07/14/2014 23:59:00","07/08/2014 23:59:00","07/08/2014 23:59:00","","","True","True","False","True","20","0.00000","AUC","Area Under Receiver Operating Characteristic Curve","Measures discrimination. Calculates how well an algorithm separates true positives from false positives. Overall good metric for classification problems. Has range [0.5, 1.0]","True","Predicted Probability","[0,1]","5","2","","False","False","False","False","USD","30000.0000","4","1","True","949","1162","25175"
"3903","papirusy-z-edhellond","Papirusy z Edhellond","Politechnika Poznańska, ""Eksploracja danych""","InClass","435","","1","Poznan University of Technology","04/15/2014 21:15:09","05/18/2014 23:59:00","","","","","True","False","False","True","50","0.00000","AUC","Area Under Receiver Operating Characteristic Curve","Measures discrimination. Calculates how well an algorithm separates true positives from false positives. Overall good metric for classification problems. Has range [0.5, 1.0]","True","Predicted Probability","[0,1]","20","2","2","True","False","False","False","Knowledge","1.0000","1","0","False","7","9","583"
"3860","mipt-fivt-ml-2014-spring-task1","MIPT/FIVT/ML/2014/Spring/Task1","Бинарная классификация цветов RGB палитры по принципу, может ли цвет быть цветом кожи, или нет","InClass","403","","1","MIPT","03/06/2014 14:28:25","03/18/2014 23:59:00","","","","","True","False","False","True","100","0.00000","AUC","Area Under Receiver Operating Characteristic Curve","Measures discrimination. Calculates how well an algorithm separates true positives from false positives. Overall good metric for classification problems. Has range [0.5, 1.0]","True","Predicted Probability","[0,1]","2","2","","True","False","False","False","Knowledge","1.0000","1","0","False","31","31","117"
"3879","ga-data-science-ny-review","GA Data Science NY Review","This is a competition to review the lessons on classifiers","InClass","414","","1","General Assembly","03/19/2014 21:25:03","03/31/2014 23:59:00","","","","","True","False","False","True","50","0.00000","AUC","Area Under Receiver Operating Characteristic Curve","Measures discrimination. Calculates how well an algorithm separates true positives from false positives. Overall good metric for classification problems. Has range [0.5, 1.0]","True","Predicted Probability","[0,1]","50","2","","False","False","False","False","Knowledge","1.0000","1","0","False","8","20","122"
"3926","kdd-cup-2014-predicting-excitement-at-donors-choose","KDD Cup 2014 - Predicting Excitement at DonorsChoose.org","Predict funding requests that deserve an A+","Research","455","","1","Donors Choose","05/15/2014 13:29:01","07/15/2014 23:59:00","07/08/2014 23:59:00","","","","True","True","False","True","25","0.00000","AUC","Area Under Receiver Operating Characteristic Curve","Measures discrimination. Calculates how well an algorithm separates true positives from false positives. Overall good metric for classification problems. Has range [0.5, 1.0]","True","Predicted Probability","[0,1]","5","2","","False","False","False","False","USD","2000.0000","3","1","True","472","645","12521"
"3933","mlsp-2014-mri","MLSP 2014 Schizophrenia Classification Challenge","Diagnose schizophrenia using multimodal features from MRI scans","Research","467","","1","IEEE International Workshop on Machine Learning for Signal Processing","06/05/2014 23:41:32","07/20/2014 23:59:00","07/13/2014 23:59:00","07/13/2014 23:59:00","","","True","True","False","True","1","0.00000","AUC","Area Under Receiver Operating Characteristic Curve","Measures discrimination. Calculates how well an algorithm separates true positives from false positives. Overall good metric for classification problems. Has range [0.5, 1.0]","True","Predicted Probability","[0,1]","1","2","","False","False","False","False","Kudos","0.0000","3","1","True","313","348","2242"
"3774","connectomics","CONNECTOMICS","Reconstruct the wiring between neurons from fluorescence imaging of neural activity","Research","379","","1","ChaLearn","02/05/2014 20:00:13","05/05/2014 23:59:00","04/28/2014 23:59:00","04/28/2014 23:59:00","05/19/2014 23:59:00","","True","True","False","True","50","0.00000","AUC","Area Under Receiver Operating Characteristic Curve","Measures discrimination. Calculates how well an algorithm separates true positives from false positives. Overall good metric for classification problems. Has range [0.5, 1.0]","True","Predicted Probability","[0,1]","5","1","","False","True","False","False","USD","3000.0000","3","1","True","143","184","1453"
"3814","ga-data-science-ny-7-review","GA Data Science NY 7 Review","This project is to review the various classifier we've learned and compare and contrast different models","InClass","376","","1","General Assembly","01/28/2014 22:49:56","02/06/2014 23:59:00","","","","","True","False","False","True","50","0.00000","AUC","Area Under Receiver Operating Characteristic Curve","Measures discrimination. Calculates how well an algorithm separates true positives from false positives. Overall good metric for classification problems. Has range [0.5, 1.0]","True","Predicted Probability","[0,1]","50","2","","True","False","False","False","Knowledge","1.0000","1","0","False","16","16","121"
