"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
57,"NCT03911323","Real-world Diagnostic Effectiveness of Artificial Intelligence Algorithm in Diabetic Retinopathy Screening",,"Recruiting","No Results Available","Diabetic Retinopathy","Other: diabetic retinopathy","Sensitivity and specificity","Shenzhen Second People's Hospital","All","18 Years and older   (Adult, Older Adult)",,"1000","Other","Observational","Observational Model: Case-Only|Time Perspective: Prospective","20190401","October 1, 2018","October 1, 2020","October 1, 2020","April 11, 2019",,"April 11, 2019","Shenzhen second peoples's hospital, Shenzhen, Guangdong, China",,"https://ClinicalTrials.gov/show/NCT03911323"
58,"NCT04154228","Non-invasive Evaluation of Lymphoma Patients Based on Artificial Intelligence and PET/MRI",,"Not yet recruiting","No Results Available","Lymphoma|Non Hodgkin Lymphoma|Follicular Lymphoma","Diagnostic Test: PET/MR scan","Patients that preform 18F-FDG PET/MRI and the routinely PET/CT","Tel-Aviv Sourasky Medical Center","All","18 Years to 120 Years   (Adult, Older Adult)","Not Applicable","100","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic","TASMC-19-ES-0556-CTIL","December 10, 2019","January 10, 2020","December 10, 2021","November 6, 2019",,"November 6, 2019",,,"https://ClinicalTrials.gov/show/NCT04154228"
59,"NCT04371744","QT-Logs : Artificial Intelligence for QT Interval Analysis of ECG From Smartwatches in Patient Receiving Treatment for Covid-19","QT-Logs","Completed","No Results Available","COVID-19",,"Corrected QT (QTc) interval measurement","Assistance Publique Hopitaux De Marseille","All","18 Years and older   (Adult, Older Adult)",,"100","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","CIL 2020-52","April 17, 2020","June 4, 2020","June 5, 2020","May 1, 2020",,"June 9, 2020","Assistance Publique Hôpitaux de Marseille, Marseille, France",,"https://ClinicalTrials.gov/show/NCT04371744"
60,"NCT04273477","Radiomics-based Artificial Intelligence System to Predict Neoadjuvant Treatment Response in Rectal Cancer","MRAI-pCR","Recruiting","No Results Available","Rectal Cancer",,"The prediction accuracy of the radiomics prediction model|The specificity of the radiomics prediction model|The sensitivity of the radiomics prediction model|The area under curve (AUC) of Receiver Operating Characteristic (ROC) curves of the radiomics prediction model","Sixth Affiliated Hospital, Sun Yat-sen University|The Third Affiliated Hospital of Kunming Medical College.|Sir Run Run Shaw Hospital","All","18 Years to 75 Years   (Adult, Older Adult)",,"100","Other","Observational","Observational Model: Other|Time Perspective: Prospective","MRILARC-pCR2020","January 10, 2020","July 2020","December 2020","February 18, 2020",,"February 18, 2020","the Sixth Affiliated Hospital of Sun Yat-sen University, Guangzhou, Guangdong, China|The Third Affiliated Hospital of Kunming Medical College, Kunming, Yunnan, China|Sir Run Run Shaw Hospital, Hangzhou, Zhejiang, China",,"https://ClinicalTrials.gov/show/NCT04273477"
61,"NCT03602989","A Multi-center Study on the Artificial Intelligence Enabled Diabetic Retinopathy Screening Based on Fundus Images",,"Active, not recruiting","No Results Available","Diabetic Retinopathy","Device: AI-enabled Diabetic Retinopathy Screening Software","Sensitivity and specificity","Shenzhen SiBright Co., Ltd.|Zhongshan Ophthalmic Center, Sun Yat-sen University|Peking University People's Hospital|The Eye Hospital of Wenzhou Medical University","All","18 Years and older   (Adult, Older Adult)",,"1000","Industry|Other","Observational","Observational Model: Case-Only|Time Perspective: Cross-Sectional","AIDRScreening","July 5, 2018","November 30, 2018","August 31, 2019","July 27, 2018",,"May 20, 2019","Peking University People's Hospital, Beijing, Beijing, China|Zhongshan Ophthalmic Center, Guangzhou, Guangdong, China|The Eye Hospital of Wenzhou Medical University, Wenzhou, Zhejiang, China",,"https://ClinicalTrials.gov/show/NCT03602989"
62,"NCT04206098","Chart Review of Patients With COPD, Using Electronic Medical Records and Artificial Intelligence","BigCOPData","Recruiting","No Results Available","Chronic Obstructive Pulmonary Disease","Other: Factors associated with Hospital admission for an Acute Exacerbation Chronic Obstructive Pulmonary Disease (AECOPD)","Number of factors associated with hospital admission of patients with AECOPD|Number of clinical characteristics of COPD hospitalized patients|Number of comorbidities of COPD patients hospitalized per sex|Number of patients with increased eosinophil blood counts|Number of patients with COPD hospitalized with elevated inflammatory parameters|Number of clinical phenotypes identified in COPD patients hospitalized|Number of COPD patients hospitalized do not follow treatment recommendations|Number of Risk on COPD patients hospitalized|Number of biologic biomarkers different to eosinophil count","Sociedad Española de Neumología y Cirugía Torácica|SAVANA|European Commission","All","35 Years to 99 Years   (Adult, Older Adult)",,"2500000","Other","Observational","Observational Model: Other|Time Perspective: Other","H2020","January 8, 2020","October 1, 2020","December 30, 2020","December 20, 2019",,"January 13, 2020","Kepler Universitäts Klinikum, Linz, Austria|Hospital Universitario de Guadalajara, Alcalá De Henares, Spain|Hospital Universitario Príncipe de Asturias, Alcalá De Henares, Spain|Hospital Universitario Vall d'Hebron, Barcelona, Spain|Hospital Universitario La Princesa, Madrid, Spain|Hospital Universitario Son Espases, Palma De Mallorca, Spain|Hospital Universitario Santiago de Compostela, Santiago De Compostela, Spain|Hospital Universitario Virgen del Rocio, Sevilla, Spain|Hospital Arnau de Vilanova, Valencia, Spain|HUG, Geneva, Switzerland|Queen Elizabeth Hospital University, Birmingham, United Kingdom",,"https://ClinicalTrials.gov/show/NCT04206098"
63,"NCT04358198","AI in GIM Diagnosis",,"Not yet recruiting","No Results Available","GIM Diagnosis|Artificial Intellegence","Diagnostic Test: Artificial intelligence","Accuracy of AI for GIM diagnosis","King Chulalongkorn Memorial Hospital","All","18 Years and older   (Adult, Older Adult)","Not Applicable","120","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic","RP018","May 1, 2020","November 30, 2020","April 30, 2021","April 24, 2020",,"April 24, 2020",,,"https://ClinicalTrials.gov/show/NCT04358198"
64,"NCT03487952","Evaluation of Lung Nodule Detection With Artificial Intelligence Assisted Computed Tomography in North China",,"Not yet recruiting","No Results Available","Solitary Pulmonary Nodule|Multiple Pulmonary Nodules","Other: Questionnaire Administration","Detection rate of lung nodule|Profile of detected lung nodule|Sensitivity in the detection of clinically actionable lung nodules|Growth of lung nodule|Anxiety and depression level|Life quality and health status|Lung cancer detection rate","Peking University People's Hospital|Lu'an Municipal Hospital|North China Petroleum Bureau General Hospital","All","40 Years and older   (Adult, Older Adult)",,"5000","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","NCLUNG","April 2018","December 2021","December 2021","April 4, 2018",,"April 4, 2018",,,"https://ClinicalTrials.gov/show/NCT03487952"
65,"NCT04132401","Artificial Intelligence for the Detection of Diabetic Retinopathy in Primary Care",,"Not yet recruiting","No Results Available","Diabetic Retinopathy","Diagnostic Test: algorithm","Sensitivity of the algorithm|Specificity of the algorithm|Accuracy of the algorithm|Area under the receiver operating characteristic curve of the algorithm","Jordi Gol i Gurina Foundation|OPTretina|Institut Català de la Salut|Department of Health, Generalitat de Catalunya","All","Child, Adult, Older Adult","Not Applicable","10","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Device Feasibility","P18/109","January 2, 2020","December 31, 2021","June 30, 2022","October 18, 2019",,"October 18, 2019",,,"https://ClinicalTrials.gov/show/NCT04132401"
66,"NCT03969056","AI Activity Study in Patients With Elevated Blood Pressure",,"Not yet recruiting","No Results Available","Hypertension","Behavioral: Artificial Intelligence (AI) Activity|Behavioral: 10,000 steps","Changes in weekly daily average steps|Duration (minutes) of moderate to vigorous intensity physical activity (MVPA) per day|Changes in Systolic blood pressure (SBP)|Changes in diastolic blood pressure (DBP)|aortic stiffness|sodium intake|Changes in weight|Changes in Body Mass Index (BMI)","University of California, San Francisco","All","18 Years and older   (Adult, Older Adult)","Not Applicable","40","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","18-26452","October 10, 2020","March 2021","June 30, 2021","May 31, 2019",,"September 11, 2019","University of California San Francisco, San Francisco, California, United States",,"https://ClinicalTrials.gov/show/NCT03969056"
67,"NCT03731936","Artificial Intelligence to Assess the Association Between Facial Characteristics and Coronary Artery Diseases",,"Completed","No Results Available","Coronary Artery Disease","Other: No intervention","Sensitivity of diagnostic model|Specificity of diagnostic model|Positive predictive value (PPV)|Negative predictive value (NPV)|Diagnostic accuracy rate","China National Center for Cardiovascular Diseases","All","18 Years and older   (Adult, Older Adult)",,"6864","Other","Observational","Observational Model: Case-Control|Time Perspective: Cross-Sectional","20181104-2017-907","July 10, 2017","August 2, 2019","August 2, 2019","November 6, 2018",,"August 20, 2019","Beijing Anzhen hospital, Beijing, Beijing, China|Fuwai hospital, Beijing, Beijing, China|Guanganmen Hospital, Chinese Academy of Traditional Chinese Medicine, Beijing, Beijing, China|Wuhan union hospital, Wuhan, Hubei, China|Xuzhou third people's hospital, Xuzhou, Jiangsu, China|The first affiliated hospital of Dalian medical university, Dalian, Liangning, China|Shanghai East hospital, Shanghai, Shanghai, China|Shanghai Renji hospital, Shanghai, Shanghai, China|The fisrt affiliated hospital of Wenzhou medical university, Wenzhou, Zhejiang, China",,"https://ClinicalTrials.gov/show/NCT03731936"
68,"NCT03759756","Artificial Intelligence for Early Diagnosis of Esophageal Squamous Cell Carcinoma",,"Completed","No Results Available","Artificial Intelligence|Optical Enhancement Endoscopy|Magnifying Endoscopy","Other: AI presentation|Other: no AI presentation","the diagnosis efficiency of the AI model","Shandong University","All","18 Years and older   (Adult, Older Adult)",,"119","Other","Observational","Observational Model: Other|Time Perspective: Retrospective","2018SDU-QILU-2","December 1, 2018","March 1, 2020","April 1, 2020","November 30, 2018",,"April 28, 2020","Department of Gastroenterology, Qilu Hospital, Shandong University, Jinan, Shandong, China",,"https://ClinicalTrials.gov/show/NCT03759756"
69,"NCT03849040","The Use of Artificial Intelligence to Predict Cancerous Lymph Nodes for Lung Cancer Staging During Ultrasound Imaging",,"Completed","No Results Available","Lung Diseases|Lung Neoplasm","Procedure: Endobronchial Ultrasound","Development of computer algorithm to identify lymph node ultrasonographic features|Validation of computer algorithm to identify lymph node ultrasonographic features|Accuracy and reliability of the segmentation performed by NeuralSeg|NeuralSeg prediction of lymph node malignancy","St. Joseph's Healthcare Hamilton","All","18 Years and older   (Adult, Older Adult)",,"52","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","StJoes EBUS AI (5636)","April 8, 2019","September 23, 2019","November 20, 2019","February 21, 2019",,"March 11, 2020","St. Joseph's Healthcare Hamilton, Hamilton, Ontario, Canada",,"https://ClinicalTrials.gov/show/NCT03849040"
70,"NCT03887598","Application of Ultrasound Artificial Intelligence and Elastography in Differential Diagnosis of Breast Nodules",,"Recruiting","No Results Available","Breast Cancer","Device: Ultrasound diagnosis","Benign or malignant lesions as determined by pathology|Elastic ratio","Xin-Wu Cui|Xinhua Hospital, Shanghai Jiao Tong University School of Medicine|Taizhou Hospital|Wuhan Hospital of Traditional Chinese and Western Medicine|Macheng People's Hospital|Huangshi Central Hospital|Affiliated Hospital of Jiangsu University|The First People's Hospital of Yichang|The Second People's Hospital of Yichang|Xiangyang Central Hospital|the Second Affiliated Hospital of Anhui Medical University|Anqing People's Hospital|Huainan People's Hospital|Wenzhou Central Hospital|Xuzhou First People's Hospital|The Central Hospital of Lishui City|Huai'an First People's Hospital|WISCO General Hospital|First People's Hospital of Jiangxia District, Wuhan City|Enshi State Central Hospital|Lianyungang Third People's Hospital|Xiangyang First People's Hospital|Tongji Hospital","Female","18 Years and older   (Adult, Older Adult)",,"2000","Other","Observational","Observational Model: Case-Only|Time Perspective: Prospective","2019(S073)","January 18, 2019","January 18, 2020","February 18, 2020","March 25, 2019",,"March 26, 2019","Xin-Wu Cui, Wuhan, Hubei, China",,"https://ClinicalTrials.gov/show/NCT03887598"
71,"NCT03887611","Application of Ultrasound Artificial Intelligence and Elastography in Differential Diagnosis of Thyroid Nodules",,"Recruiting","No Results Available","Thyroid Nodule","Device: Ultrasound diagnosis","Benign or malignant lesions as determined by pathology|Elastic ratio","Xin-Wu Cui|Xinhua Hospital, Shanghai Jiao Tong University School of Medicine|Wuhan Hospital of Traditional Chinese and Western Medicine|Macheng People's Hospital|Huangshi Central Hospital|Affiliated Hospital of Jiangsu University|The First People's Hospital of Yichang|The Second People's Hospital of Yichang|Xiangyang Central Hospital|the Second Affiliated Hospital of Anhui Medical University|Anqing People's Hospital|Huainan People's Hospital|Taizhou Hospital|Wenzhou Central Hospital|Xuzhou First People's Hospital|The Central Hospital of Lishui City|Huai'an First People's Hospital|WISCO General Hospital|Jiangxia District First People's Hospital|Enshi State Central Hospital|Lianyungang Third People's Hospital|Xiangyang First People's Hospital|Tongji Hospital","All","18 Years and older   (Adult, Older Adult)",,"2000","Other","Observational","Observational Model: Case-Only|Time Perspective: Prospective","2019(S074)","January 18, 2019","January 18, 2020","March 18, 2020","March 25, 2019",,"March 26, 2019","Xin-Wu Cui, Wuhan, Hubei, China",,"https://ClinicalTrials.gov/show/NCT03887611"
72,"NCT03877614","Artificial Intelligence With Deep Learning and Genes on Cardiovascular Disease",,"Recruiting","No Results Available","Cardiovascular Diseases","Other: ASCVD risk score","Major cardiovascular events|Heart function changes|Lipid profiles|Arrhythmia events|Recurrent acute coronary events","National Cheng-Kung University Hospital","All","18 Years and older   (Adult, Older Adult)",,"5000","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","A-ER-107-149","August 28, 2018","December 2021","June 2022","March 15, 2019",,"March 15, 2019","Department of Internal Medicine, National Cheng Kung University Hospital, Tainan, Taiwan",,"https://ClinicalTrials.gov/show/NCT03877614"
73,"NCT03397524","Tailored Drug Titration Through Artificial Intelligence","ARTERY","Withdrawn","No Results Available","Hypertension","Other: optima4BP","Reduction in systolic BP [SBP] (mmHg) measure in the office|Reduction in systolic BP [SBP] (mmHg) measure remotely [home monitoring]|Incidence of Adverse Events","Optima Integrated Health|University of California, San Francisco","All","21 Years to 80 Years   (Adult, Older Adult)","Not Applicable","0","Industry|Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Participant)|Primary Purpose: Treatment","17-21426","October 1, 2018","December 31, 2019","March 31, 2020","January 12, 2018",,"September 20, 2019","University of California San Francisco, San Francisco, California, United States",,"https://ClinicalTrials.gov/show/NCT03397524"
74,"NCT02599259","Using Artificial Intelligence to Measure and Optimize Adherence in Patients on Anticoagulation Therapy.",,"Completed","No Results Available","Stroke","Device: Monitored (M+)","To evaluate acceptability and likability of the platform to patients and providers in providing real-time adherence monitoring.|Improved self-efficacy rates as measured by the SEAMS and BMQ questionnaires, administered at baseline and at the end of the study.|Optimized treatment models based on regular monitoring of INR in desired target range of 2 - 3 and DRVVT in combination with real-time adherence data from the Automated DOT® platform|Optimized treatment models based on regular monitoring of INR and DRVVT in combination with real-time adherence data from the Automated DOT® platform.|Evaluate acceptability and utility through qualitative questionnaires.","AiCure|Montefiore Medical Center","All","18 Years and older   (Adult, Older Adult)","Not Applicable","28","Industry|Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","AI-007.2","March 2015","April 2016","April 2016","November 6, 2015",,"July 12, 2016","Montefiore Medical Center, New York, New York, United States",,"https://ClinicalTrials.gov/show/NCT02599259"
75,"NCT04304742","Radiologist Diagnostic Performance Versus Artificial Intelligence (AI)","RAVIA","Recruiting","No Results Available","Painful Hip|Fonctional Impotence After Minor Trauma (Fall)","Procedure: hip standard radiography/ CT scan/ MRI","Detection rate of femoral neck fracture|Detection rate of other hip fracture","University Hospital, Montpellier","All","60 Years and older   (Adult, Older Adult)",,"1000","Other","Observational","Observational Model: Case-Only|Time Perspective: Retrospective","RECHMPL20_0126","April 1, 2020","April 1, 2021","October 30, 2021","March 11, 2020",,"June 5, 2020","Uhmontpellier, Montpellier, France",,"https://ClinicalTrials.gov/show/NCT04304742"
76,"NCT03761771","Artificial Intelligence Identifying Polyps in Real-world Colonoscopy",,"Completed","No Results Available","Sensitivity of the ADS in Identifying Polyps in Real-world Colonoscopy|Mean Number of Polyps Per Colonoscopy for Colonoscopists and Colonoscopists + ADS","Device: colonoscopy withdrawal with the ADS monitoring","sensitivity of the ADS in identifying polyps|false positves of the ADS per colonoscopy withdrawal","Zhaoshen Li|Changhai Hospital","All","18 Years to 75 Years   (Adult, Older Adult)",,"209","Other","Observational","Observational Model: Case-Only|Time Perspective: Prospective","AI-1","November 1, 2018","December 10, 2018","December 10, 2018","December 3, 2018",,"December 17, 2018","Changhai Hospital, Second Military Medical University, Shanghai, China|Changhai Hospital, Shanghai, China",,"https://ClinicalTrials.gov/show/NCT03761771"
77,"NCT03912961","The Santa Cruz Diabetic Retinopathy Utilizing Artificial Intelligence Study","SC-DRAI","Completed","No Results Available","Diabetic Retinopathy","Other: Picture of the retina with a handheld retinal camera","Number of subjects where the image readout by retina specialists match the readouts by EyeStar AI system for identifying diabetic eye disease|Number of subjects with gradable images taken by the hand held camera|Number of subjects with ocular diseases other than diabetic retinopathy between the readout by the EyeStar AI system and those by the retina specialists","Retina Global|VisionQuest Biomedical LLC","All","18 Years and older   (Adult, Older Adult)",,"1034","Other|Industry","Observational","Observational Model: Case-Only|Time Perspective: Prospective","2019-BOL-SC-DRAI","January 21, 2019","April 14, 2019","October 15, 2019","April 11, 2019",,"June 5, 2020","Centro Medico Kolping, Santa Cruz de la Sierra, Bolivia|Clinica Incor, Santa Cruz de la Sierra, Bolivia|Hospital Universitario Japones, Santa Cruz de la Sierra, Bolivia",,"https://ClinicalTrials.gov/show/NCT03912961"
78,"NCT03708978","Development of Artificial Intelligence System for Detection and Diagnosis of Breast Lesion Using Mammography",,"Active, not recruiting","No Results Available","Women With Breast Cancer","Diagnostic Test: mammography","benign-malignant diagnosis accuracy|lesion detection accuracy","Beijing Cancer Hospital|Peking University","Female","18 Years and older   (Adult, Older Adult)",,"10000","Other","Observational","Observational Model: Cohort|Time Perspective: Other","BCA-AI","April 5, 2018","June 30, 2020","November 30, 2020","October 17, 2018",,"November 27, 2019","Beijing Cancer Hospital, Beijing, Beijing, China|Beijing Chao Yang Women and Children's Health Hospital, Beijing, Beijing, China|Beijing Da Xing People's Hospital, Beijing, Beijing, China|Beijing Hang Tian Centre Hospital, Beijing, Beijing, China|Beijing Nan Jiao Cancer Hospital, Beijing, Beijing, China|Beijing Shi Jing Shan Hospital, Beijing, Beijing, China|Beijing Shun Yi Qu Hospital, Beijing, Beijing, China|Beijing Shun Yi Woman and Children Health Hospital, Beijing, Beijing, China",,"https://ClinicalTrials.gov/show/NCT03708978"
79,"NCT03452774","SYNERGY-AI: Artificial Intelligence Based Precision Oncology Clinical Trial Matching and Registry",,"Recruiting","No Results Available","Cancer, Metastatic|Cancer|Cancer of Pancreas|Cancer of Liver|Cancer of Stomach|Cancer Liver|Cancer of Rectum|Cancer of Kidney|Cancer of Esophagus|Cancer of Cervix|Cancer of Colon|Cancer of Larynx|Cancer, Lung|Cancer, Breast|Cancer, Advanced|Cancer Prostate|Cancer of Neck|Cancer of Skin|Neuroendocrine Tumors|Carcinoma|Mismatch Repair Deficiency|BRCA Gene Rearrangement|Non Hodgkin Lymphoma|Leukemia|Non Small Cell Lung Cancer|Cholangiocarcinoma|Glioblastoma|Central Nervous System Tumor|Melanoma|Urothelial Carcinoma|Bladder Cancer|Ovarian Cancer|Endometrial Cancer|Testicular Cancer|Breast Cancer|COVID","Other: Clinical Trial Matching","Proportion of patients Eligible for CTE versus Actual CTE|Impact of CTE on Overall Survival (OS), estimated by Kaplan-Meier and Cox multivariable survival analysis|Impact of CTE on Progression-Free Survival (PFS), estimated by Kaplan-Meier and Cox multivariable survival analysis|Identification of Barriers to CTE|Real World Data Analytics|Virtual Tumor Board Utilization|Time from Intervention to Actual CTE (months)","Massive Bio, Inc.","All","Child, Adult, Older Adult",,"1500","Industry","Observational","Observational Model: Cohort|Time Perspective: Prospective","SYNERGY-AI","January 1, 2018","December 2021","December 2022","March 2, 2018",,"April 28, 2020","Massive Bio, Inc, New York, New York, United States",,"https://ClinicalTrials.gov/show/NCT03452774"
80,"NCT02464449","Patient-Centered Pain Care Using Artificial Intelligence and Mobile Health Tools","REACT (AI CBT)","Completed","No Results Available","Back Pain","Behavioral: Behavioral: AI-CBT|Behavioral: Behavioral: Standard Telephone CBT","pain-related disability|global pain intensity|Pain-Related Interference|depression symptom severity","VA Office of Research and Development","All","18 Years and older   (Adult, Older Adult)","Not Applicable","278","U.S. Fed","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Health Services Research","IIR 13-350","July 24, 2017","April 30, 2020","April 30, 2020","June 8, 2015",,"May 15, 2020","VA Connecticut Healthcare System West Haven Campus, West Haven, CT, West Haven, Connecticut, United States|VA Ann Arbor Healthcare System, Ann Arbor, MI, Ann Arbor, Michigan, United States",,"https://ClinicalTrials.gov/show/NCT02464449"
81,"NCT02243670","Using Artificial Intelligence To Monitor Medication Adherence in Opioid Replacement Therapy",,"Completed","No Results Available","Opiate Addiction|Medication Non-adherence|Addiction|Opioid Dependence","Device: AiCure monitoring and intervention","To evaluate the feasibility and acceptability to participants and study staff in using AiCure to monitor medication adherence.|To evaluate the acceptability of using AiCure to optimize care pathways.|To measure the reliability and validity of AiCure in detecting interruptions in treatment.|The degree of participant maximum craving (during the 24 hour period prior to the study visit) for opioids as measured by the Brief Substance Craving Scale (BSCS).|The change in participant's psychosocial well being over time as measured by the seven subscales of the Addiction Severity Index (ASI).","AiCure|Orexo AB|Montefiore Medical Center","All","18 Years and older   (Adult, Older Adult)","Not Applicable","9","Industry|Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","AIC-HHSN271201300036C-01|HHSN271201300036C","August 2016","March 2017","March 2017","September 18, 2014",,"September 12, 2017","Montefiore Medical Center, New York, New York, United States",,"https://ClinicalTrials.gov/show/NCT02243670"
82,"NCT04268719","Near Focus NBI-Driven Artificial Intelligence for the Diagnosis of Gastro-Oesophageal Reflux Disease",,"Completed","No Results Available","Gastro Esophageal Reflux","Diagnostic Test: wireless pH capsule recording","To evaluate Intra-Papillary Capillary Loop (IPCL) changes secondary to oesophageal acid exposure.|To develop an accurate and reliable artificial intelligence model for the diagnosis of Gastro-Oesophageal Reflux Disease (GORD)|To explore factors that may predict response to treatment.","King's College Hospital NHS Trust","All","18 Years to 90 Years   (Adult, Older Adult)",,"76","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","227223","November 23, 2017","July 26, 2018","November 30, 2018","February 13, 2020",,"February 13, 2020","Shraddha Gulati, London, United Kingdom",,"https://ClinicalTrials.gov/show/NCT04268719"
83,"NCT03973762","A Blinded, Self-control Trial to Evaluate an Artificial Intelligence Based CAD System for Diabetic Retinography",,"Recruiting","No Results Available","Diabetic Retinopathy","Device: DR Grading with CAD|Other: DR Grading by expert panel","Se and Sp under investigation target 3|Se and Sp under investigation target 1/2/4/5","Peking Union Medical College Hospital|Peking University People's Hospital|Beijing Tongren Hospital|Chinese PLA General Hospital","All","Child, Adult, Older Adult","Not Applicable","1080","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: Single (Investigator)|Primary Purpose: Diagnostic","GTR201-Clinical","May 31, 2019","August 15, 2020","August 15, 2020","June 4, 2019",,"April 20, 2020","Peking Union Medical College Hospital, Peking, Beijing, China",,"https://ClinicalTrials.gov/show/NCT03973762"
84,"NCT03843164","Lung Nodule Characterization by Artificial Intelligence Techniques","CARANOD-IA","Recruiting","No Results Available","Incidental Lung Nodule",,"Evaluate the performances of a novel tool based on radiomics to characterize incidental lung nodules, discovered on computed tomography.","University Hospital, Strasbourg, France","All","18 Years and older   (Adult, Older Adult)",,"50","Other","Observational","Observational Model: Case-Only|Time Perspective: Retrospective","7311","March 12, 2019","March 2021","March 2021","February 15, 2019",,"April 4, 2019","Service de Radiologie B - NHC, Strasbourg, France",,"https://ClinicalTrials.gov/show/NCT03843164"
85,"NCT03919370","Detection of Cerebral Ischemia With Artificial Intelligence.","TROT","Not yet recruiting","No Results Available","Ischemia, Cerebral|Ischemic Stroke|Artery Occlusion|Artery Carotid Stenosi","Other: No intervention","Heart Rate variability|Near infrared spectroscopy","Linda Block|Göteborg University|Sahlgrenska University Hospital, Sweden","All","18 Years to 100 Years   (Adult, Older Adult)",,"10","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","Detection of cerebral ischemia","December 2019","December 2020","December 2022","April 18, 2019",,"September 20, 2019",,,"https://ClinicalTrials.gov/show/NCT03919370"
86,"NCT04011761","Effects of Expert Arbitration on Clinical Outcomes When Disputes Over Diagnosis Arise Between Physicians and Their Artificial Intelligence Counterparts: a Randomized, Multicenter Trial in Pediatric Outpatients",,"Not yet recruiting","No Results Available","Pediatric Outpatients Encountered in Three Specialty Clinics, i.e. Respirology, Gastroenterology, and Genito-urology","Other: expert arbitration over discordant diagnoses made by AI diagnostic system and human doctors, respectively","Hospital revisit|Hospitalization in the next 3 months after the initial visit|Average total outpatient cost|Accuracy rate of AI-based diagnosis and accuracy rate of the diagnoses made by pediatricians, using the diagnoses made by the expert arbitrator as the decisive diagnoses.|Counseling time spent with each patient","Guangzhou Women and Children's Medical Center","All","up to 18 Years   (Child, Adult)","Not Applicable","10000","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","aiwcmc","November 1, 2019","October 31, 2020","April 30, 2021","July 8, 2019",,"July 8, 2019","Guangzhou Women and Children's Medical Center, Guangzhou, Guangdong, China",,"https://ClinicalTrials.gov/show/NCT04011761"
87,"NCT03125837","Establishment of Airway Database for Surgical Patients",,"Not yet recruiting","No Results Available","Difficult Airway|Artificial Intelligence",,"the sensitivity of artificial Intelligence to predict difficulty of facemask ventilation and endotracheal intubation","Second Affiliated Hospital, School of Medicine, Zhejiang University|Zhejiang University","All","18 Years and older   (Adult, Older Adult)",,"50000","Other","Observational","Observational Model: Other|Time Perspective: Prospective","2016-076","May 2017","May 2022","May 2022","April 24, 2017",,"April 24, 2017",,,"https://ClinicalTrials.gov/show/NCT03125837"
88,"NCT03829423","An Enhanced Artificial Intelligence Breast MRI Interpretation System","IntelliScan","Not yet recruiting","No Results Available","Breast Cancer","Diagnostic Test: Breast MRI interpretation","Sensitivity/specificity of breast interpretation algorithm|Time required for diagnosis|User-friendliness of IntelliScan system","Jamil Kanfoud|Brunel University London|First Option Software Ltd.|Teesside University","Female","20 Years and older   (Adult, Older Adult)","Not Applicable","1526","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: Single (Care Provider)|Primary Purpose: Diagnostic","4901","April 2019","January 2020","July 2020","February 4, 2019",,"February 6, 2019",,,"https://ClinicalTrials.gov/show/NCT03829423"
89,"NCT04208971","Batch Enrollment for AI-Guided Intervention to Lower Neurologic Events in Unrecognized AF",,"Not yet recruiting","No Results Available","Atrial Fibrillation","Other: AI-enabled ECG-based Screening Tool for AF","Diagnosis of Atrial Fibrillation as Detected by Patch Application","Mayo Clinic","All","18 Years and older   (Adult, Older Adult)","Not Applicable","1000","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Screening","19-012411","October 2020","October 2021","October 2022","December 23, 2019",,"December 23, 2019",,,"https://ClinicalTrials.gov/show/NCT04208971"
