,Unnamed: 0,Unnamed: 0.1,title,score,view_count,answer_count,Date
326,3.0,,transfer learning [resnet18] using PyTorch. Dataset: Dog-Breed-Identification,2,2477,1,2017-11-21
327,0.0,,Taking subsets of a pytorch dataset,10,14979,2,2017-11-22
328,1.0,,How can I feed a batch into LSTM without reordering them by length in PyTorch?,0,158,2,2017-11-22
329,2.0,,AttributeError on variable input of custom loss function in PyTorch,1,1140,1,2017-11-22
330,0.0,,Does tensorflow have the function similar to pytorch&#39;s &quot;masked_fill_&quot;,2,692,1,2017-11-23
331,1.0,,torch.addmm received an invalid combination of arguments,0,158,1,2017-11-23
332,0.0,,torch.pow does not work,1,921,1,2017-11-24
333,0.0,,AttributeError: &#39;CrossEntropyLoss&#39; object has no attribute &#39;backward&#39;,2,5545,1,2017-11-25
334,1.0,,No module named &#39;torch.utils.data.distributed&#39;,1,3699,1,2017-11-25
335,2.0,,print exact value of tensor(floating point precision) with pytorch,7,8326,1,2017-11-25
336,3.0,,What can make loss stop going down?,3,89,0,2017-11-25
337,0.0,,why is my simple feedforward neural network diverging (pytorch)?,3,773,2,2017-11-26
338,1.0,,Load pytorch model from different working directory,0,1002,1,2017-11-26
339,2.0,,binarize input for pytorch,-1,1420,1,2017-11-26
340,3.0,,Why should the training label for Generator in GAN be always True?,0,740,1,2017-11-26
341,4.0,,Implementing a tutorial for Tensorflow and SaaK Transform: Handwritten Digits Recognition,0,201,1,2017-11-26
342,5.0,,"`THIndexTensor_(size)(target, 0) == batch_size&#39; failed. at d:\projects\pytorch\torch\lib\thnn\generic/ClassNLLCriterion.c:54",3,479,1,2017-11-26
343,0.0,,Best way in Pytorch to upsample a Tensor and transform it to rgb?,1,2001,1,2017-11-27
344,1.0,,Why tensorflow GPU memory usage decreasing when I increasing the batch size?,10,765,0,2017-11-27
345,2.0,,How to use PyTorch Tensor.index_select()?,1,4932,1,2017-11-27
346,0.0,,How to find and understand the autograd source code in PyTorch,2,573,3,2017-11-28
347,1.0,,Q-value keeps stepping down when training a DQN,0,151,1,2017-11-28
348,0.0,,How can I give a name to each module in ModuleList?,2,1130,1,2017-11-29
349,1.0,,Loss dimensionality issue in PyTorch (sequence to label learning),0,2873,1,2017-11-29
350,2.0,,When should I use nn.ModuleList and when should I use nn.Sequential?,9,2955,1,2017-11-29
351,3.0,,Pytorch: Can’t load images using ImageFolder,0,836,1,2017-11-29
352,4.0,,Calculating Distance in Parameter Space for PyTorch Network,0,310,1,2017-11-29
353,0.0,,"What does the following error mean, when I tried to import torch library on iPython?",-1,328,1,2017-11-30
354,0.0,,How to cast a 1-d IntTensor to int in Pytorch,10,16277,3,2017-12-01
355,1.0,,PyTorch ValueError: Target and input must have the same number of elements,3,6174,1,2017-12-01
356,2.0,,When will the computation graph be freed if I only do forward for some samples?,3,496,1,2017-12-01
357,0.0,,How to use return value from one class in another?,1,57,1,2017-12-03
358,0.0,,How does one use Hermite polynomials with Stochastic Gradient Descent (SGD)?,2,512,1,2017-12-04
359,1.0,,Reshaping 2 numpy dimensions into one with zipping?,1,107,3,2017-12-04
360,2.0,,torch.nn has no attribute named upsample,0,1644,1,2017-12-04
361,0.0,,Create a nnModule that&#39;s just the identity,2,3012,2,2017-12-05
362,1.0,,what is the fastest way of loading images?,5,3540,1,2017-12-05
363,2.0,,Spiral Loss Function for Music Encoding,1,73,1,2017-12-05
364,3.0,,Setting up VGG-Face Descriptor in PyTorch,2,1750,1,2017-12-05
365,4.0,,tf.concat operation in PyTorch,0,1157,1,2017-12-05
366,5.0,,Automatically set cuda variables in pytorch,2,2167,1,2017-12-05
367,0.0,,How to apply exponential moving average decay for variables in pytorch?,4,1301,1,2017-12-06
368,0.0,,How to convert caffe prototxt to pytorch model?,8,2481,0,2017-12-07
369,0.0,,pytorch data loader multiple iterations,3,10633,4,2017-12-08
370,1.0,,pix2pixHD shows error after changing datasets,1,406,1,2017-12-08
371,2.0,,Example CrossEntropyLoss for 3D semantic segmentation in pytorch,2,1711,2,2017-12-08
372,0.0,,Using bias in PyTorch for basic function approximation,2,671,1,2017-12-09
373,0.0,,Error when upgrading PyTorch to 0.3.0,2,893,2,2017-12-10
374,0.0,,How to install pytorch in windows?,8,61989,14,2017-12-11
375,1.0,,How to train my neural network faster by running CPU and GPU in parallel,0,649,1,2017-12-11
376,2.0,,Python (Pytorch) Multiprocessing throwing errors: Connection reset by peer and File Not Found,4,2590,2,2017-12-11
377,0.0,,How to implement an upper bound JSD loss in Pytorch?,3,368,1,2017-12-13
378,1.0,,&quot;Installing From Source&quot; Within Anaconda Environment,6,1217,1,2017-12-13
379,0.0,,pix2pixHD error with own dataset,1,634,1,2017-12-14
380,1.0,,pytorch loss value not change,2,5476,2,2017-12-14
381,2.0,,Mask specific elements in a final layer in PyTorch,0,756,1,2017-12-14
382,0.0,,How Pytorch Tensor get the index of specific value,22,32886,4,2017-12-18
383,1.0,,Speed up the PSO algorithm using Pytorch?,0,332,1,2017-12-18
384,2.0,,Strange behaviour in PyTorch,1,95,2,2017-12-18
385,3.0,,How to multiply a matrix by a vector in PyTorch,12,12992,2,2017-12-18
386,4.0,,Why are Embeddings in PyTorch implemented as Sparse Layers?,4,2767,1,2017-12-18
387,0.0,,PyTorch 2d Convolution with sparse filters,2,1670,1,2017-12-19
388,1.0,,Assertion `cur_target &gt;= 0 &amp;&amp; cur_target &lt; n_classes&#39; failed,2,2277,1,2017-12-19
389,0.0,,Shape mismatch in two equivalent networks?,2,141,0,2017-12-20
390,1.0,,Pytorch DCGAN example doesn&#39;t work with different image sizes,1,348,0,2017-12-20
391,2.0,,PyTorch Slow Batch matrix multiplication on GPU,1,1577,1,2017-12-20
392,3.0,,Keras: Train different parts of a network on different losses simultaneously,0,398,0,2017-12-20
393,0.0,,PyTorch DataLoader,2,1870,1,2017-12-21
394,0.0,,pytorch PIP and CONDA error?,2,3206,1,2017-12-22
395,1.0,,How to use pytorch DataLoader with a 3-D matrix for LSTM input?,0,845,1,2017-12-22
396,0.0,,How can I use LSTM in pytorch for classification?,3,10599,3,2017-12-23
397,1.0,,Issues installing pytorch for OS X with conda,2,1480,2,2017-12-23
398,0.0,,Pytorch installation problems with Anaconda,0,1100,2,2017-12-24
399,1.0,,Pytorch: CNN don&#39;t learn anything after torch.cat()?,1,273,1,2017-12-24
400,2.0,,Using PyTorch for scientific computation,1,308,1,2017-12-24
401,0.0,,The loss of semantic segmentation of binary classes with inbalanced data dose not converge,0,353,1,2017-12-25
402,1.0,,Low GPU utilization issue in PyTorch,4,3748,0,2017-12-25
403,0.0,,"Everytime I use cuda() to remove Variable from CPU to GPU in pytorch,it takes about 5 to 10 minitues",2,627,2,2017-12-26
404,0.0,,Dynamic addition of hidden units in pytorch,1,520,1,2017-12-27
405,0.0,,Why do we need to call zero_grad() in PyTorch?,84,46300,1,2017-12-28
406,1.0,,Advanced indexing in 2d tensor in pytorch,0,2287,1,2017-12-28
407,2.0,,I get this error on pytorch &quot;RuntimeError: invalid argument 2: size &#39;[-1 x 400]&quot;,1,6251,3,2017-12-28
408,0.0,,pytorch: Does variable.long() guarantee 64-bits?,2,147,1,2017-12-30
409,0.0,,Computing gradients of intermediate nodes in PyTorch,1,1707,1,2018-01-01
410,0.0,,How to decode an embedding in PyTorch efficiently?,1,411,1,2018-01-02
411,1.0,,Installing a CPU-based library version on a GPU enabled machine,0,293,1,2018-01-02
412,2.0,,Unknown Python syntax in PyTorch: a instance can directly receive a parameter,2,45,1,2018-01-02
413,0.0,,Is it possible to implement a multilayered LSTM with LSTMCells modules in PyTorch?,3,3071,2,2018-01-03
414,1.0,,PyTorch Softmax Dimensions error,2,2974,2,2018-01-03
415,0.0,,Pytorch: randomly subsample a vector,1,261,2,2018-01-05
416,0.0,,Compute gradients w.r.t. the values of embedding vectors in PyTorch,2,1054,2,2018-01-06
417,1.0,,Pytorch: Randomly subsample loss tensors using `torch.randperm`,1,704,0,2018-01-06
418,2.0,,Who changed my weight initialization?,0,510,0,2018-01-06
419,3.0,,Why the same configuration network in caffe and pytorch behaves so differently?,3,377,0,2018-01-06
420,0.0,,Pytorch Operation to detect NaNs,26,24871,3,2018-01-08
421,1.0,,How to check if pytorch is using the GPU?,148,184094,10,2018-01-08
422,2.0,,Pytorch: Create an boolean tensor (type: torch.ByteTensor)?,5,13757,2,2018-01-08
423,3.0,,What&#39;s the meaning of function eval() in torch.nn module,20,10946,1,2018-01-08
424,4.0,,scikit-learn FeatureUnion with Pytorch,3,119,0,2018-01-08
425,0.0,,U-net: How to change the weight of the background in pytorch,0,363,0,2018-01-11
426,0.0,,Pytorch: Intermediate testing during training,5,3819,2,2018-01-12
427,1.0,,What is the function in TensorFlow that is equivalent to expand() in PyTorch?,3,1980,2,2018-01-12
428,2.0,,Advantages and Disadvantages of MXNet compared to other Deep Learning APIs,3,2938,1,2018-01-12
429,3.0,,Where can I see the source code for pytorch&#39;s MSELoss?,-3,1175,1,2018-01-12
430,0.0,,Cropping a minibatch of images in Pytorch -- each image differently,3,2370,2,2018-01-13
431,1.0,,PyTorch: Relation between Dynamic Computational Graphs - Padding - DataLoader,4,464,1,2018-01-13
432,0.0,,PyTorch&#39;s dataloader &quot;too many open files&quot; error when no files should be open,13,1716,1,2018-01-14
433,0.0,,Out of memory error during evaluation but training works fine,4,910,1,2018-01-15
434,1.0,,Pytorch: How to compute IoU (Jaccard Index) for semantic segmentation,1,8342,2,2018-01-15
435,2.0,,save predictions from pytorch model,1,4282,2,2018-01-15
436,0.0,,Problems of Pytorch installation on Ubuntu 17.10 (GPU),1,717,2,2018-01-16
437,1.0,,"Pytorch - RuntimeError: Trying to backward through the graph a second time, but the buffers have already been freed",26,15656,1,2018-01-16
438,2.0,,"I have installed pytorch, but I still meet bug below",0,928,0,2018-01-16
439,0.0,,What&#39;s the difference between &quot;hidden&quot; and &quot;output&quot; in PyTorch LSTM?,56,18683,3,2018-01-17
440,0.0,,PyTorch: How to change the learning rate of an optimizer at any given moment (no LR schedule),29,18113,1,2018-01-18
441,1.0,,Pytorch module error in Jupyter Notebook,3,5403,3,2018-01-18
442,2.0,,Generation of sequences from latent space [pytorch],0,629,0,2018-01-18
443,0.0,,What&#39;s the reason of the error ValueError: Expected more than 1 value per channel?,4,3710,2,2018-01-19
444,1.0,,BatchNorm momentum convention PyTorch,10,2747,1,2018-01-19
445,2.0,,Invalid syntax error when passing a list of modules in Pytorch,-2,624,1,2018-01-19
446,0.0,,Converting state-parameters of Pytorch LSTM to Keras LSTM,10,1210,1,2018-01-20
447,1.0,,How to model Convolutional recurrent network ( CRNN ) in Keras,5,4424,1,2018-01-20
448,0.0,,How to ignore specific columns for calculating softmax attention?,1,301,1,2018-01-21
449,1.0,,Pytorch: Updating numpy array not updating the corresponding tensor,1,121,1,2018-01-21
450,2.0,,Input size mismatch error when using pre-trained inceptionV3 model for image classification,1,412,0,2018-01-21
451,0.0,,"RuntimeError: dimension out of range (expected to be in range of [-1, 0], but got 1)",5,19983,1,2018-01-22
452,0.0,,pytorch model.cuda() runtime error,1,1558,1,2018-01-23
453,1.0,,pytorch lstm tutorial initializing Variable,0,1101,1,2018-01-23
454,2.0,,Given input size: (128x1x1). Calculated output size: (128x0x0). Output size is too small,3,6783,1,2018-01-23
455,3.0,,Pytorch network parameter calculation,4,1974,2,2018-01-23
456,0.0,,pytorch: can&#39;t load CNN model and do prediction TypeError: &#39;collections.OrderedDict&#39; object is not callable,2,4575,2,2018-01-24
457,1.0,,coding patterns for efficient minibatch loop using custom pytorch dataset,0,1041,2,2018-01-24
458,2.0,,Pytorch transfer learning predictions,1,329,1,2018-01-24
459,0.0,,How to setup pytorch in google-cloud-ml,1,2648,2,2018-01-25
460,1.0,,unknown resampling filter error when trying to create my own dataset with pytorch,0,919,1,2018-01-25
461,2.0,,PyTorch: training with GPU gives worse error than training the same thing with CPU,4,1057,1,2018-01-25
462,0.0,,Getting CUDA out of memory,2,4103,1,2018-01-27
463,1.0,,Problems with PyTorch MLP when training the MNIST dataset retrieved from Keras,1,711,1,2018-01-27
464,0.0,,PyTorch memory model: &quot;torch.from_numpy()&quot; vs &quot;torch.Tensor()&quot;,32,22331,3,2018-01-28
465,1.0,,"in pytorch, cuda.is_availbale(), but every operation fails with out of memory",1,1874,2,2018-01-28
466,0.0,,In PyTorch how are layer weights and biases initialized by default?,5,4104,2,2018-01-30
467,1.0,,"In google-cloud-ml, setup.py error during setting up PYTORCH",0,234,1,2018-01-30
468,2.0,,How to find the index of a tensor in a list?,0,143,1,2018-01-30
469,3.0,,Loss is increasing from first epoch itself,0,468,1,2018-01-30
470,0.0,,pyspark and pytorch: unable to retrieve gradients on the driver,0,667,1,2018-01-31
471,1.0,,How to calculate cost for softmax regression with pytorch,1,414,1,2018-01-31
472,2.0,,Pytorch Test Loss increases while accuracy increases,0,1335,1,2018-01-31
473,0.0,,ImportError when importing pytorch,1,443,1,2018-02-01
474,1.0,,How to take the average of the weights of two networks?,8,2474,1,2018-02-01
475,2.0,,PyTorch nn.Linear layer output nan on well formed input and weights,3,2476,1,2018-02-01
476,0.0,,Is NVIDIA GeForce GT 635M suitable for Deep Learning?,0,1530,1,2018-02-02
477,1.0,,Compute gradient of bias b in pytorch for Softmax Regression,2,386,0,2018-02-02
478,2.0,,How can I find the equivalent &#39;batch_size&#39; used in Keras from this Pytorch code?,0,145,1,2018-02-02
479,3.0,,pytorch variable index lost one dimension,3,972,2,2018-02-02
480,0.0,,Kaggle Pytorch run length encoding,0,443,1,2018-02-03
481,0.0,,Where is the len function used in PyTorch Dataset?,0,2482,1,2018-02-04
482,1.0,,Very weird behaviour when running the same deep learning code in two different GPUs,2,576,1,2018-02-04
483,0.0,,Unable to Learn XOR Representation using 2 layers of Multi-Layered Perceptron (MLP),3,930,3,2018-02-05
484,1.0,,Result of slicing in an empty tensor,0,570,1,2018-02-05
485,2.0,,Is this a correct reimplementation of Pytorch Seq2Seq model?,1,290,0,2018-02-05
486,0.0,,Seq2seq encoder returns same hidden state for all sentences in pytorch,0,246,1,2018-02-07
487,1.0,,PyTorch: How to print output blob size of each layer in network?,2,2093,1,2018-02-07
488,0.0,,reshaping a tensor with padding in pytorch,20,19142,4,2018-02-08
489,1.0,,Simple Pytorch Example - Loss on training doesnt decrease,1,3080,1,2018-02-08
490,2.0,,Installing Pytorch on Windows 10,1,3989,3,2018-02-08
491,3.0,,Slicing a numpy 3-d matrix into 2-d matrix,1,67,2,2018-02-08
492,0.0,,Pytorch Data Wont Fit in Memory - Example?,0,459,1,2018-02-09
493,1.0,,Pytorch tutorial LSTM,2,2766,1,2018-02-09
494,2.0,,Assertion error (assert cur_offset == offset) in loss.backward() pytorch,0,266,1,2018-02-09
495,3.0,,AttentionDecoderRNN without MAX_LENGTH,4,200,1,2018-02-09
496,4.0,,Resnet50 to classify human action on videos in PyTorch,2,435,0,2018-02-09
497,5.0,,Getting diagonal elements over several dimensions,0,41,1,2018-02-09
498,0.0,,How can I download and skip VGG weights that have no counterpart with my CNN in Keras?,8,3638,2,2018-02-10
499,0.0,,Error when implementing RBF kernel bandwidth differentiation in Pytorch,0,167,1,2018-02-11
500,0.0,,vgg16 in pytorch got size error,0,1519,3,2018-02-12
501,1.0,,setuptools: installing pytorch from download link: 403 Forbidden,1,788,1,2018-02-12
502,0.0,,Why VGG-16 takes input size 512 * 7 * 7?,1,2857,2,2018-02-13
503,0.0,,Mini batch training for inputs of variable sizes,4,2090,1,2018-02-14
504,0.0,,Size mismatch error during VGG finetuning,0,463,1,2018-02-15
505,1.0,,Speeding up Beam Search with seq2seq,0,703,0,2018-02-15
506,2.0,,Error in loading model in PyTorch,1,1826,1,2018-02-15
507,3.0,,Reading multiple images as custom dataset for PyTorch?,1,364,1,2018-02-15
508,4.0,,"PyTorch: Variable data has to be a tensor, but got int",1,2472,1,2018-02-15
509,0.0,,"CMake on Linux CentOS 7, how to force the system to use cmake3?",13,28123,5,2018-02-16
510,1.0,,LSTM in Pytorch,8,4109,1,2018-02-16
511,2.0,,How to use PyTorch multiprocessing?,4,17311,2,2018-02-16
512,3.0,,Dynamic Programming w/ PyTorch: Longest Common Subsequence,2,128,0,2018-02-16
513,4.0,,Runtime crashes on Google Colab,2,4235,0,2018-02-16
514,5.0,,Google Ngram Viewer - English One Million,1,223,1,2018-02-16
515,6.0,,PyTorch: How do the means and stds get calculated in the Transfer Learning tutorial?,5,3183,1,2018-02-16
516,0.0,,ouputs in semantic segmentation task,0,65,1,2018-02-18
517,0.0,,Why unintialized tensor in Pytorch have initial values?,1,249,1,2018-02-19
518,1.0,,Package Cuda 8 not found for PyTorch,0,399,1,2018-02-19
519,2.0,,How to find functions imported from torch._C in source code,3,3419,1,2018-02-19
520,0.0,,Install Pytorch on Windows,0,2462,1,2018-02-20
521,1.0,,binary image digit convolution neural network has a very high confidence when nothing is in the image,0,268,1,2018-02-20
522,0.0,,PyTorch - contiguous(),73,44175,5,2018-02-21
523,0.0,,Adding matrix rows to columns in numpy,1,355,1,2018-02-23
524,1.0,,PyTorch Sparse Tensors number of dimensions must be nDimI + nDimV,1,514,1,2018-02-23
525,0.0,,Custom loss function does not minimize in PyTorch,0,2025,1,2018-02-24
0,,,Implementing Hierarchical Attention for Classification,1,277,0,2018-03-01
1,,,How could I feed a custom image into this model?,0,92,1,2018-03-01
0,,,PyTorch: Testing with torchvision.datasets.ImageFolder and DataLoader,10,17713,2,2018-03-02
1,,,Only backpropagate up to a given variable,1,54,0,2018-03-02
2,,,An analog of weighted_cross_entropy_with_logits in PyTorch,0,694,1,2018-03-02
3,,,Implementing RNN and LSTM into DQN Pytorch code,-1,858,1,2018-03-02
0,,,LSTM with Attention,2,3177,2,2018-03-03
1,,,Is a torch.FloatTensor not a Tensor?,1,1765,1,2018-03-03
2,,,Image Captioning Example input size of Decoder LSTM Pytorch,1,428,1,2018-03-03
0,,,optim.lr_scheduler.ReduceLROnPlateau gives error value cannot be converted to type float without overflow: inf,0,1042,1,2018-03-04
0,,,PyTorch naive single label classification with embedding layer fails at random,3,854,1,2018-03-05
1,,,Cannot manually assign new parameters via layer name,2,615,1,2018-03-05
2,,,Pytorch no gradient calculated one for variable,1,627,0,2018-03-05
3,,,Indexing on axis by list in PyTorch,0,731,1,2018-03-05
4,,,where is the definition of _cudnn_convolution_full_forward in pytorch,0,79,1,2018-03-05
5,,,Issue training RNN model with pytorch with trivial goal,0,111,1,2018-03-05
0,,,How to get around in place operation error if index leaf variable for gradient update?,5,2851,3,2018-03-07
1,,,how to apply gradients manually in pytorch,5,2350,1,2018-03-07
2,,,Differentiate gradients,4,389,1,2018-03-07
0,,,Copying a PyTorch Variable to a Numpy array,3,881,1,2018-03-08
1,,,Can I assign the coordinate that convolutional filter works on?,1,32,1,2018-03-08
2,,,"File &quot;train.py&quot;, line 35, in clip_gradient modulenorm = p.grad.data.norm()",0,336,1,2018-03-08
0,,,Check the total number of parameters in a PyTorch model,60,24154,3,2018-03-09
1,,,How to use pack_padded_sequence with multiple variable-length input with the same label in pytorch,5,5084,2,2018-03-09
2,,,Pytorch: Error in DataParallel for RNN model,1,1892,1,2018-03-09
3,,,"PyTorch to CoreML, input issue",0,360,0,2018-03-09
0,,,pytorch error: multi-target not supported in CrossEntropyLoss(),10,10872,1,2018-03-10
0,,,Difference between 1 LSTM with num_layers = 2 and 2 LSTMs in pytorch,12,8230,1,2018-03-11
1,,,Is there an efficient way to create a random bit mask in Pytorch?,4,4190,2,2018-03-11
2,,,Using a pytorch model for inference,1,5723,1,2018-03-11
3,,,Pytorch pretrained model (VGG-19) same image gives slightly different class score in the final FC layer,1,715,1,2018-03-11
0,,,What is the difference between softmax and log-softmax?,3,3282,2,2018-03-12
1,,,Titan XP vs Quadro P400 GPU in Pytorch,2,280,1,2018-03-12
2,,,PyTorch UnicodeEncodeError: &#39;latin-1&#39; codec can&#39;t encode character &#39;\u22f1&#39;,0,373,1,2018-03-12
0,,,Pytorch beginner : tensor.new method,14,7094,4,2018-03-13
1,,,Assertion error in DataParallel when applying to RNN,1,271,0,2018-03-13
2,,,How to index a tensor in pytorch?,0,79,1,2018-03-13
0,,,How does batching work in a seq2seq model in pytorch?,6,2324,2,2018-03-14
1,,,Implementing WNGrad in Pytorch?,2,339,1,2018-03-14
2,,,Tensor sizes CrossEntropyLoss,0,179,1,2018-03-14
3,,,GPU not available in Spyder,0,402,0,2018-03-14
4,,,Pytorch register_hook to Keras implementation,0,400,1,2018-03-14
0,,,Tying weights in neural machine translation,2,2447,3,2018-03-15
1,,,PyTorch RNN gradients for variable length input sequences are very small,1,515,0,2018-03-15
2,,,Binary One Hot Encoding For Dimension Reduction,0,576,2,2018-03-15
3,,,PyTorch: Comparing predicted label and target label to compute accuracy,0,2424,1,2018-03-15
0,,,math operator difference *= or +=,4,345,2,2018-03-16
1,,,Pytorch model weight type conversion,1,3819,1,2018-03-16
2,,,Understanding Actor-Advantage Critic,1,224,0,2018-03-16
3,,,I need some explanations about GAN codes,0,163,1,2018-03-16
4,,,An invalid combination of arguments in pytorch,0,703,1,2018-03-16
0,,,Loading huge text files for neural machine translation with Pytorch,2,430,1,2018-03-17
1,,,"How to take shape [1,1,256] from [1,4,256] cuda.FloatTensor?",1,40,3,2018-03-17
0,,,Understanding PyTorch CNN Channels,3,504,1,2018-03-19
1,,,Pytorch: How to save the previous parameters and gradient temporally for use them in the next step/loop ？,0,1528,1,2018-03-19
2,,,How to deploy pytorch in docker image?,0,747,1,2018-03-19
3,,,PyTorch: How to implement attention for graph attention layer,0,719,1,2018-03-19
0,,,Cross Entropy in PyTorch,31,31365,3,2018-03-20
1,,,Non linear mapping to vector of higher dimension,3,131,1,2018-03-20
0,,,RuntimeError: Expected object of type torch.DoubleTensor but found type torch.FloatTensor for argument #2 &#39;weight&#39;,25,27698,2,2018-03-21
1,,,How do I re-use trained fastai models?,8,5774,3,2018-03-21
2,,,Using pytorch cuda for RNNs on google colaboratory,1,252,0,2018-03-21
3,,,Uneven usage of GPU memory by DataParallel causes out-of-memory error,1,567,0,2018-03-21
0,,,How to initialize weights in PyTorch?,90,119532,9,2018-03-22
1,,,Replace diagonal elements with vector in PyTorch,2,4529,2,2018-03-22
2,,,RNN hidden value contains almost only 1 and -1,0,25,0,2018-03-22
0,,,"In pytorch, the meaning of y.backward([0.1, 1.0, 0.0001])",4,480,3,2018-03-23
1,,,Understanding the code in pyTorch,2,1038,1,2018-03-23
2,,,How can I update the parameters of a neural network in PyTorch?,1,2892,1,2018-03-23
3,,,PyTorch forward pass using weights trained by Theano,0,324,1,2018-03-23
0,,,"How to correctly give inputs to Embedding, LSTM and Linear layers in PyTorch?",27,10589,1,2018-03-24
1,,,How to calculate eingenvalues for each matrix in a 4D tensor?,2,86,1,2018-03-24
2,,,Unable to duplicate PyTorch&#39;s Neural Transfer example,0,82,1,2018-03-24
0,,,How do you use next_functions[0][0] on grad_fn correctly in pytorch?,2,991,1,2018-03-25
1,,,How to use Dataparallel when there is ‘for’ cycle in the network?,0,210,0,2018-03-25
2,,,Trying to reproduce results from StackGAN paper on Text-to-Photo synthesis,0,167,1,2018-03-25
0,,,CTC loss goes down and stops,4,1874,2,2018-03-26
1,,,Pytorch save embeddings as part of encoder class or not,0,1188,1,2018-03-26
0,,,Difference between &#39;ctx&#39; and &#39;self&#39; in python?,6,5445,2,2018-03-27
1,,,masking diagonal to a specific value with Torch tensors,1,740,1,2018-03-27
2,,,cffi error when compiling faster rcnn pytorch,0,674,1,2018-03-27
3,,,CuDNNError: 8: b&#39;CUDNN_STATUS_EXECUTION_FAILED&#39;,0,1976,0,2018-03-27
4,,,Exploding loss in pyTorch,0,1077,1,2018-03-27
0,,,Force GPU memory limit in PyTorch,8,4873,1,2018-03-28
1,,,Pytorch errors when given numpy integer types only in python 3 (not in python 2),0,313,1,2018-03-28
2,,,PyTorch - modifications of autograd variables,0,381,1,2018-03-28
0,,,pytorch AttributeError: module &#39;torch.optim.lr_scheduler&#39; has no attribute &#39;CosineAnnealingLR&#39;,1,1143,0,2018-03-31
1,,,PyTorch: Variable data has to be a tensor -- data is already as tenors,0,1156,2,2018-03-31
2,,,pytorch language table for use in deep learning,0,45,0,2018-03-31
0,,,How does PyTorch module do the back prop,6,2016,2,2018-04-01
1,,,Find a GPU with enough memory,3,1710,1,2018-04-01
2,,,Loss doesn&#39;t decrease in training the pytorch RNN,1,1276,2,2018-04-01
3,,,Subprocessing Data Loading in pytroch into Google Colab,0,960,1,2018-04-01
0,,,How to resolve runtime error due to size mismatch in PyTorch?,5,13307,2,2018-04-02
1,,,PyTorch: purpose of addmm function,3,1910,1,2018-04-02
2,,,"Pytorch, pipenv and numpy support?",1,2783,1,2018-04-02
3,,,Torch code not running on GPU,1,383,1,2018-04-02
0,,,how to serve pytorch or sklearn models using tensorflow serving,8,2324,2,2018-04-03
1,,,"Pytorch super(class, self).__init__() vs super().__init__()",1,1537,1,2018-04-03
2,,,Import error when importing torch,0,2030,1,2018-04-03
0,,,What&#39;s the difference between reshape and view in pytorch?,69,29931,3,2018-04-04
1,,,Dropout Decreases Test and Train Accuracy in one layer LSTM in Pytorch,1,719,0,2018-04-04
2,,,Why Tensorflow multi-GPU training so slow?,0,525,0,2018-04-04
3,,,Downloading pretrained TimeNet RNN?,-3,385,1,2018-04-04
0,,,"How is the output h_n of an RNN (nn.LSTM, nn.GRU, etc.) in PyTorch structured?",4,1248,1,2018-04-05
1,,,Resolved package not found,1,8011,2,2018-04-05
2,,,pytorch - net.cuda() seems don&#39;t work,1,2187,2,2018-04-05
3,,,running a python file from the ipython notebook using command line in loop,0,276,1,2018-04-05
0,,,PyTorch / Gensim - How to load pre-trained word embeddings,35,22665,6,2018-04-07
1,,,How to combine multiple h5 files?,1,732,1,2018-04-07
2,,,PyTorch - WSD using LSTM,1,199,1,2018-04-07
3,,,Image segmentation training set labeling,0,859,2,2018-04-07
0,,,pytorch doesn&#39;t give expected output,0,107,1,2018-04-08
1,,,Error Utilizing Pytorch Transforms and Custom Dataset,0,722,2,2018-04-08
2,,,"In pytorch loss is the value nn.MSELoss(yhat, y), you can then call loss.data[0], what does that do?",0,364,1,2018-04-08
0,,,How are PyTorch&#39;s tensors implemented?,14,900,2,2018-04-09
1,,,How to form a sequence of consecutive numbers in Pytorch?,1,1214,2,2018-04-09
2,,,Get all 2D diagonals of a 3D tensor in numpy,1,203,2,2018-04-09
0,,,What is the benefit of random image crop on Convolutional Network?,1,735,1,2018-04-10
1,,,"RuntimeError: Assertion `THIndexTensor_(size)(target, 0) == batch_size&#39; failed. at ...ClassNLLCriterion.c:79",0,80,1,2018-04-10
2,,,pytorch adjust only certain weights with missing data,0,155,1,2018-04-10
0,,,Pytorch tensor to numpy array,26,61338,3,2018-04-11
1,,,Pytorch hidden state LSTM,1,2758,1,2018-04-11
2,,,Pytorch: Accessing batches of images from different classes from the generic dataloader,1,424,0,2018-04-11
3,,,cuda runtime error (48): no kernel image is available for execution on the device,-2,3733,1,2018-04-11
0,,,Fail to train large data in pytorch,1,347,1,2018-04-12
0,,,what is the default weight initializer for conv in pytorch?,11,3759,1,2018-04-13
1,,,PyTorch Getting Custom Loss Function Running,2,3779,1,2018-04-13
2,,,Concatenation of unequal dimension tensors in tensorflow,2,185,0,2018-04-13
3,,,How does one manually compute the error of the whole data set in pytorch?,1,780,2,2018-04-13
4,,,How to get weights for custom loss function in pytorch?,1,775,1,2018-04-13
5,,,How is the print and view functions works in pytorch?,0,879,1,2018-04-13
0,,,Variable size input for LSTM in Pytorch,2,4980,1,2018-04-14
0,,,What is volatile variable in Pytorch,19,15221,2,2018-04-15
0,,,Google Colaboratory local runtime using local GPU,8,3169,0,2018-04-16
1,,,Tensorflow : What is actually tf.nn.dropout output_keep_prob?,2,1767,2,2018-04-16
