OPPORTUNITY NUMBER,OPPORTUNITY TITLE,AGENCY CODE,AGENCY NAME,ESTIMATED FUNDING,EXPECTED NUMBER OF AWARDS,GRANTOR CONTACT,AGENCY CONTACT PHONE,AGENCY CONTACT EMAIL,ESTIMATED POST DATE,ESTIMATED APPLICATION DUE DATE,POSTED DATE,CLOSE DATE,LAST UPDATED DATE/TIME,VERSION
NNH18ZHA002N-MISTC,EONS 2018: Appendix F Minority University Research and Education Project (MUREP) Innovations in Space Technology Curriculum (MISTC),NASA,National Aeronautics and Space Administration,1000000,4,"Roslyn Soto
Activity Manager,  NASA MISTC
818-354-1214
",,roslyn.soto@jpl.nasa.gov,,,01/17/2018,04/20/2018,01/17/2018 12:48:17,Synopsis 1
NNH18ZDA018C,Solar System Exploration Research Virtual Institute Cooperative Agreement Notice (SSERVI CAN-3),NASA-HQ,NASA Headquarters,,,"Dr. Sarah Noble
Science Mission Directorate
NASA Headquarters
HQ-SSERVI@mail.nasa.gov",,HQ-SSERVI@mail.nasa.gov,,,09/18/2018,12/18/2018,11/05/2018 11:06:05,Synopsis 2
DE-FOA-0002142,RFI - Next Generation of Marine and Riverine Hydrokinetic Energy Systems,DOE-ARPAE,Advanced Research Projects Agency Energy,1,1,"ARPA-E CO 
arpa-e-co@hq.doe.gov",,arpa-e-co@hq.doe.gov,,,06/10/2019,07/19/2019,06/10/2019 17:02:10,Synopsis 1
DE-FOA-0002170,Municipal Solid Waste Management and Materials Redeployment,DOE-ARPAE,Advanced Research Projects Agency Energy,1,1,"ARPA-E 
arpa-e-do@hq.doe.gov",,arpa-e-do@hq.doe.gov,,,09/10/2019,10/08/2019,09/10/2019 12:12:10,Synopsis 1
DE-FOA-0002263,RFI - Rapid Encapsulation of Pipelines Avoiding Intensive Replacement (REPAIR),DOE-ARPAE,Advanced Research Projects Agency Energy,1,1,"ARPA-E CO 
arpa-e-co@hq.doe.gov",,arpa-e-co@hq.doe.gov,,,01/07/2020,01/20/2020,01/07/2020 10:57:07,Synopsis 1
PAR-20-114,High-End Instrumentation (HEI) Grant Program (S10 Clinical Trial Not Allowed),HHS-NIH11,National Institutes of Health,,,"NIH OER Webmaster
FBOWebmaster@OD.NIH.GOV",,FBOWebmaster@OD.NIH.GOV,,,02/18/2020,06/01/2020,02/18/2020 12:05:18,Synopsis 1
20-552,Future Manufacturing,NSF,National Science Foundation,40000000,,"NSF grants.gov support
grantsgovsupport@nsf.gov",,grantsgovsupport@nsf.gov,,,03/06/2020,06/05/2020,03/06/2020 1:00:06,Synopsis 1
PD-20-5342,Disability and Rehabilitation Engineering,NSF,National Science Foundation,4600000,,"NSF grants.gov support
grantsgovsupport@nsf.gov",,grantsgovsupport@nsf.gov,,,09/11/2019,,07/08/2020 1:00:08,Synopsis 2
PD-20-8084,Computational and Data-Enabled Science and Engineering,NSF,National Science Foundation,,,"NSF grants.gov support
grantsgovsupport@nsf.gov",,grantsgovsupport@nsf.gov,,,07/08/2020,11/16/2020,07/08/2020 1:00:08,Synopsis 1
NAWCAD-12-0002,2013 National Seaperch Competition,DOD-ONR-AIR,NAVAIR,100000,1,"Jeffrey Boyce
Contract Specialist
Phone 301-737-2657",,jeffrey.s.boyce@navy.mil,,,08/29/2012,09/07/2012,08/29/2012 14:39:29,Synopsis 1
NAWCAD-14-1-0001,FY 14 NAWCAD Lakehurst STEM Grants,DOD-ONR-AIR,NAVAIR,50000,8,"Heather Hollywood
Contract Specialist
Phone 732-323-1682",,Heather.Hollywood@navy.mil,,,03/13/2014,04/15/2014,03/13/2014 7:50:13,Synopsis 1
W911NF-16-R-0031,Robots in Manufacturing Environments Manufacturing Innovation Institute (RIME-MII),DOD-AMC,Dept of the Army -- Materiel Command,,,"Kevin Bassler Agreements Officer
",,usarmy.rtp.rdecom-arl.list.RIME-foa@mail.mil,,,07/26/2016,12/06/2016,10/12/2016 11:28:12,Synopsis 3
USGS-16-FA-0418,Notice of Intent to Award,DOI-USGS1,Geological Survey,103852,1,"Tangee Brookie
Contract Specialist
Phone 303-236-9322",,tbrookie@usgs.gov,,,08/17/2016,08/31/2016,08/17/2016 21:28:17,Synopsis 1
USGS-19-FA-0203,"Deep Learning for Automated Detection and Classification of Waterfowl, Seabirds, and other Wildlife from Digital Aerial Imagery",DOI-USGS1,Geological Survey,85000,1,"Desiree T Santa
Grant Specialist
Phone 703-648-7382",,dsanta@usgs.gov,,,06/07/2019,06/17/2019,06/07/2019 13:03:07,Synopsis 1
RFI-AFRL-RQKM-2016-0009,Manufacturing Innovation Institutes,DOD-AFRL,Air Force -- Research Lab,75000000,1,"Mary Ann Sharits
Grants Officer
Phone 937-713-9898",,mary.sharits@us.af.mil,,,12/15/2015,04/07/2016,03/15/2016 14:34:15,Synopsis 4
USAFA-BAA-2009-1-CALL-0012,Cooperative Technologies for Unmanned Systems,DOD-USAFA,Air Force Academy,,1,"Nicholas Ceciliani
Contracting Specialist
",,10MSG.LGCC@us.af.mil,,,06/26/2013,07/11/2013,06/26/2013 13:04:26,Synopsis 1
USAFA-BAA-2009-1-CALL-0011,Cooperative Technologies for Unmanned Systems,DOD-USAFA,Air Force Academy,,1,"Nicholas Ceciliani
Contracting Specialist
",,10MSG.LGCC@us.af.mil,,,04/17/2013,05/17/2013,04/17/2013 11:47:17,Synopsis 1
USAFA-BAA-2009-1-CALL-0004,Predictive Time-Associated Geo-location of Mobile Targets using Unmanned Aircraft Systems,DOD-USAFA,Air Force Academy,,1,"Brittany Henry
Contract Specialist
Phone 719-333-8930",,brittany.henry@usafa.af.mil,,,01/11/2012,02/10/2012,04/16/2013 16:32:16,Synopsis 3
APP002BIHIE,ECONOMIC SUPPORT FUND- INTERETHNIC RECONCILIATION AND YOUTH CAMPS,DOS-BIH,U.S. Mission to Bosnia and Herzegovina,393000,25,"Samra Alibegic
Administrative Clerk
Phone 0038733704000",,alibegics@state.gov,,,12/07/2016,01/17/2017,12/07/2016 3:57:07,Synopsis 1
APP003BIHIE,ECONOMIC SUPPORT FUND-SMALL GRANTS PROGRAMS,DOS-BIH,U.S. Mission to Bosnia and Herzegovina,300000,25,"Samra Alibegic
Administrative Clerk
Phone 0038733704000",,alibegics@state.gov,,,12/07/2016,01/10/2017,12/07/2016 4:32:07,Synopsis 1
DE-FOA-0001515,FY2017 Consolidated Innovative Nuclear Research Funding Opportunity Announcement,DOE-ID,Idaho Field Office,78200000,0,"Contract Specialist Shawn M. Tinsley 
tinslesm@id.doe.gov
",,tinslesm@id.doe.gov,,,08/10/2016,02/15/2017,02/07/2017 13:29:07,Synopsis 5
BOR-DO-17-N014,Building capacity for addressing climate change in long term planning and decision making,DOI-BOR,Bureau of Reclamation,,1,"Rupal Shah
Grants Management Specialist
Phone 303-445-2442",,rshah@usbr.gov,,,02/22/2017,03/08/2017,02/22/2017 9:58:22,Synopsis 1
USGS-17-FAC-0399,NOTICE OF INTENT - Integrating Novel DNA Sampling and Detection Technologies at USGS Streamgaging Stations: Naegleria fowleri as Proof of Concept - Feb 2017,DOI-USGS1,Geological Survey,,1,"Charlan Cabalsi
Contract Specialist
Phone 9162789329",,ccabalsi@usgs.gov,,,08/10/2017,08/24/2017,08/10/2017 15:44:10,Synopsis 1
W911NF-20-S-0011,CCDC-ARL MANUFACTURING TECHNOLOGY FOA,DOD-AMC,Dept of the Army -- Materiel Command,,,"Christopher D Justice
Contract Specialist
Phone 9195494287",,christopher.d.justice4.civ@mail.mil,,,06/11/2020,09/30/2023,06/11/2020 17:33:11,Synopsis 2
NNH20ZHA005C,FY 2020 NASA ESTABLISHED PROGRAM TO STIMULATE COOPERATIVE AGREEMENT NOTICE {CAN},NASA,National Aeronautics and Space Administration,9000000,12,"Name: 	Agency EPSCoR
Title: 	NASA EPSCoR Program 
Phone: 	321-867-2085
E-mail: 	agency-epscor@mail.nasa.gov

Name: 	Jeppie R Compton
Title: 	EPSCoR Program Manager
Phone: 	321-867-6988
E-mail: 	jeppie.r.compton@nasa.gov",,agency-epscor@mail.nasa.gov and jeppie.r.compton@nasa.gov,,,12/13/2019,03/06/2020,12/13/2019 16:48:13,Synopsis 2
HR001117S0006,CONFERS,DOD-DARPA-TTO,DARPA - Tactical Technology Office,2800000,,Todd Master,,HR001117S0006,,,01/24/2017,02/06/2017,01/24/2017 11:44:24,Synopsis 1
BAA-AFOSR-2011-07,DoD FY2012 Defense University Research Instrumentation Program (DURIP) - For Submission to AIR FORCE,DOD-AFOSR,Air Force Office of Scientific Research,,,See Email Below,,afosr.baa@afosr.af.mil,,,07/21/2011,09/20/2011,07/21/2011 14:28:21,Synopsis 1
BAA-AFOSR-2011-07,FY2012 Defense University Research Instrumentation Program (DURIP) - For Submission to Navy,DOD-ONR,Office of Naval Research,,,"Agency Contact:  Lynn Christian  Contract Specialist 703-696-1575
Email:  lynn.christian@navy.mil
",,lynn.christian@navy.mil,,,07/26/2011,09/20/2011,07/26/2011 16:07:26,Synopsis 1
BAA-AFOSR-2011-07,DoD FY2012 Defense University Research Instrumentation Program (DURIP) - For Submission to ARMY,DOD-AMC,Dept of the Army -- Materiel Command,,,See E-Mail Below,,afosr.baa@afosr.af.mil,,,07/21/2011,09/20/2011,07/21/2011 17:43:21,Synopsis 2
10A59,Production of Four Satellite/Internet Broadcasts and Three Stand Alone DVD's,USDOJ-BOP-NIC,National Institute of Corrections,,1,"Pamela Davison
Administrative Assistant
Phone 202-353-0484",,pdavison@bop.gov,,,11/02/2009,12/01/2009,11/02/2009 8:16:02,Synopsis 1
ONRFOA12-002,"FY12 Funding Opportunity Announcement (FOA) for Navy and Marine Corps Science, Technology, Engineering & Mathematics (STEM) Programs",DOD-ONR,Office of Naval Research,,,"Elizabeth Ford
Grant Specialist
Phone 703.696.2576",,elizabeth.ford@navy.mil,,,09/27/2011,09/30/2012,09/27/2011 16:39:27,Synopsis 1
APP003BIHIERY,Interethnic Reconciliation and Youth Camps,DOS-BIH,U.S. Mission to Bosnia and Herzegovina,,,"Samra Alibegic
Administrative Clerk
Phone 0038733704000",,alibegics@state.gov,,,12/08/2015,02/05/2016,12/08/2015 9:53:08,Synopsis 1
09A54,Production of Seven Satellite/Internet Broadcasts,USDOJ-BOP-NIC,National Institute of Corrections,,1,"Rita Rippetoe
Executive Assistant
Phone 202-514-4222",,rrippetoe@bop.gov,,,11/03/2008,11/21/2008,11/03/2008 15:21:03,Synopsis 1
W81XWH-BAA10-1,USA Medical Research and Materiel Command Broad Agency Announcement,DOD-AMRAA,Dept. of the Army -- USAMRAA,1000000,1000,"Pamela Nevels
Grants Officer
Phone 301-619-8802",,pamela.nevels@us.army.mil,,,10/01/2009,09/30/2010,10/01/2009 13:03:01,Synopsis 1
DARPA-BAA-15-27,Innovative Systems for Military Missions,DOD-DARPA-TTO,DARPA - Tactical Technology Office,,,BAA Coordinator,,DARPA-BAA-15-27@darpa.mil,,,04/27/2015,04/27/2016,04/27/2015 12:14:27,Synopsis 2
W911NF-11-R-0010,ARL Postdoctoral Fellowship Program (PFP),DOD-AMC,Dept of the Army -- Materiel Command,,1,"Julia Wertley-Rotenberry
GRANTS OFFICER
Phone 919-549-4268",,julia.wertleyrotenberry@us.army.mil,,,09/30/2011,11/01/2011,09/30/2011 16:10:30,Synopsis 1
ONRBAA08-012,Expeditionary Maneuver Warfare Applied Research and Advanced Technology Development,DOD-ONR,Office of Naval Research,,,"Pleshette Brown
Contract Specialist
",,pleshette.brown@navy.mil,,,03/14/2008,06/05/2008,05/22/2008 15:26:22,Synopsis 2
DARPA-BAA-12-52,Maximum Mobility and Manipulation (M3),DOD-DARPA-DSO,DARPA - Defense Sciences Office,,,Dr. Alan Magill,,DARPA-BAA-12-52@darpa.mil,,,07/03/2012,08/21/2012,07/03/2012 9:18:03,Synopsis 1
HE1254-18-R-9999,Grants to Military-Connected Local Educational Agencies for Academic and Support Programs (MCASP),DOD,Department of Defense,30000000,30,"Jennifer Dailey-Perkins
Grants Program Manager
Phone 571-372-6026",,grants@hq.dodea.edu,,,03/14/2018,05/02/2018,03/14/2018 14:36:14,Synopsis 2
HHS-2018-ACL-NIDILRR-REGE-0257,"Rehabilitation Engineering Research Centers (RERC) Program:  RERC on  Rehabilitation Strategies, Techniques, and Interventions",HHS-ACL,Administration for Community Living,925000,2,"Patricia Barrett
Patricia.Barrett@acl.hhs.gov
",,Patricia.Barrett@acl.hhs.gov,,,01/11/2018,03/12/2018,01/11/2018 15:50:11,Synopsis 1
ONRFOA10-023,"Long Range Funding Opportunity Announcement for Science, Technology, Engineering & Mathematics (STEM) for K-12 & Institutions of Higher Education",DOD-ONR,Office of Naval Research,,,"Tracie Simmons 
Contract Specialist
Phone 703-696-7827",,tracie.simmons@navy.mil,,,07/12/2010,09/30/2011,11/01/2010 8:16:01,Synopsis 2
W911NF-12-R-0011,Army Research Laboratory Broad Agency Announcement for Basic and Applied Scientific Research,DOD-AMC,Dept of the Army -- Materiel Command,,1000,"ANDREW L. FISKE
Procurement Analyst
Army Contracting Command
Aberdeen Proving Ground
Research Triangle Park Division
Phone: (919) 549-4338
FAX: (919) 549-4388
andrew.l.fiske.civ@mail.mil 

",,usarmy.rtp.aro.mbx.baa@mail.mil,,,05/31/2012,03/31/2017,05/09/2016 15:15:09,Synopsis 7
HHS-2019-ACL-NIDILRR-REGE-0340,"Rehabilitation Engineering Research Centers (RERC) Program:  RERC on  Rehabilitation Strategies, Techniques, and Interventions",HHS-ACL,Administration for Community Living,925000,1,"Patricia Barrett
Patricia.Barrett@acl.hhs.gov",,Patricia.Barrett@acl.hhs.gov,,,01/16/2019,03/18/2019,01/16/2019 12:18:16,Synopsis 1
N00014-17-S-B016,National Oceanographic Partnership Program (NOPP) 2018 Broad Agency Announcement,DOD-ONR,Office of Naval Research,,,"Ms. Russelle Dunson
Contracting Officer
(703) 696-8375",,russelle.dunson@navy.mil,,,07/14/2017,02/16/2018,01/25/2018 15:16:25,Synopsis 2
W81XWH18SBAA1,DoD USAMRMC FY18-FY22 Broad Agency Announcement for Extramural Medical Research,DOD-AMRAA,Dept. of the Army -- USAMRAA,,,"CDMRP Help Desk
Phone: 301-682-5507
Email: help@eBRAP.org",,help@eBRAP.org,,,10/01/2017,09/30/2022,05/08/2020 8:36:08,Synopsis 4
W81XWH-BAA08-1,USA Medical Research and Materiel Command Broad Agency Announcement,DOD-AMRAA,Dept. of the Army -- USAMRAA,1000000,1000,"Rebecca Tama
Grants Officer
301-619-2381",,Rebecca.tama@us.army.mil,,,10/01/2008,09/30/2009,11/19/2008 12:22:19,Synopsis 3
APP003BIHCE,Civic Education Home Stay Small Grants Program,DOS-BIH,U.S. Mission to Bosnia and Herzegovina,,,"Samra Alibegic
Administrative Clerk
Phone 0038733704000",,alibegics@state.gov,,,06/16/2017,07/17/2017,06/16/2017 5:04:16,Synopsis 1
80HQTR19NOA01-20STP-S1,Smallsat Technology Partnerships,NASA-HQ,NASA Headquarters,,5,"Beatrice Morales, NASA ARC Grant Officer, Beatrice.M.Morales@nasa.gov",,Beatrice.M.Morales@nasa.gov,,,09/11/2019,11/06/2019,09/11/2019 14:30:11,Synopsis 1
W911NF-20-S-0008,UNITED STATES MILITARY ACADEMY Broad Agency Announcement,DOD-AMC,Dept of the Army -- Materiel Command,,,"Brandon S Hill
Contract-Grant Specialist
Phone 919-541-5532",,brandon.s.hill24.civ@mail.mil,,,04/01/2020,03/31/2025,04/01/2020 11:09:01,Synopsis 1
2016-NIST-SBIR-01,FY 2016 Small Business Innovation Research (SBIR) Program,DOC-NIST,National Institute of Standards and Technology,,,"Christopher Hunton
Management and Program Analyst
Phone 301-975-5718",,grants@nist.gov,,,02/02/2016,04/14/2016,02/02/2016 15:32:02,Synopsis 1
2017-NIST-SBIR-02,FY 2017 Small Business Innovation Research (SBIR) Program – Phase II,DOC-NIST,National Institute of Standards and Technology,,,"Christopher Hunton
Management and Program Analyst
Phone 301-975-5718",,grants@nist.gov,,,02/09/2017,04/14/2017,02/09/2017 14:48:09,Synopsis 1
DARPA-BAA-14-25,Innovative Systems for Military Missions,DOD-DARPA-TTO,DARPA - Tactical Technology Office,,,"D. Peter Donaghue
Contracting Officer
",,DARPA-BAA-14-25@darpa.mil,,,04/25/2014,04/24/2015,09/19/2014 9:41:19,Synopsis 2
HHS-2019-ACL-NIDILRR-REGE-0343,Rehabilitation Engineering Research Centers (RERCs) Program:   RERC on Technologies to Enhance Independence and Community Living for People with Cognitive Impairments,HHS-ACL,Administration for Community Living,925000,1,"Patricia Barrett
Patricia.Barrett@acl.hhs.gov",,Patricia.Barrett@acl.hhs.gov,,,05/16/2019,07/15/2019,05/20/2019 12:38:20,Synopsis 2
HE1254-20-R-0004,Grants to Military-Connected Local Educational Agencies for Academic and Support Programs (MCASP),DOD-DODEA,DoD Education Activity,20000000,,"Jennifer Dailey-Perkins
Grants Program Manager
Phone Number:  571-372-6026",,dodeagrants@dodea.edu,,,01/22/2020,05/22/2020,03/19/2020 11:20:19,Synopsis 2
N00014-18-S-B007,National Oceanographic Partnership Program (NOPP),DOD-ONR,Office of Naval Research,27300000,,"Darnell Griffin
Contract Specialist 
Phone 7036962440",,darnell.griffin1@navy.mil,,,09/24/2018,02/01/2019,01/08/2019 13:05:08,Synopsis 4
W911NF-07-R-0001-05,ARL/ARO Broad Agency Announcement-Revised,DOD-AMC,Dept of the Army -- Materiel Command,,100,"Kevin Bassler
Procurement Analyst
Phone 919-549-4295",,kevin.j.bassler.civ@mail.mil,,,11/25/2008,05/15/2012,04/10/2012 7:42:10,Synopsis 18
2009-NIST-ARRA-MSE-RESEARCH-01,NIST Recovery Act Measurement Science and Engineering Research Grants Program:  Providing the Technology Infrastructure to Address National Priorities,DOC-NIST,National Institute of Standards and Technology,,,"Christopher Hunton
Grants Technical Assistant
Phone 301-975-5718",,christopher.hunton@nist.gov,,,03/16/2009,,05/27/2009 12:28:27,Synopsis 3
N00014-16-S-BA10,Broad Agency Announcement for the Office of Naval Research (ONR) Navy and Marine Corps FY2017 Basic Research Challenge (BRC) Program,DOD-ONR,Office of Naval Research,42000000,,"David Broadwell
Grant Specialist
Phone 703-588-2866",,david.broadwell@navy.mil,,,04/21/2016,08/12/2016,04/21/2016 11:28:21,Synopsis 1
WHS-AD-FOA-17-01,Minerva Research Initiative,DOD,Department of Defense,5000000,1,"Christina Gess
Contract Specialist
Phone 703-545-1880",,christina.l.gess.civ@mail.mil,,,02/28/2017,06/21/2017,02/28/2017 15:01:28,Synopsis 2
DARPA-BAA-16-31,Innovative Systems for Military Missions,DOD-DARPA-TTO,DARPA - Tactical Technology Office,,,BAA Coordinator,,DARPA-BAA-16-31@darpa.mil,,,05/26/2016,06/12/2017,05/11/2017 16:25:11,Synopsis 2
004-FY2018,INTERETHNIC RECONCILIATION AND YOUTH PROGRAM YOUTH CAMPS,DOS-BIH,U.S. Mission to Bosnia and Herzegovina,527500,20,"Samra Alibegic
Administrative Clerk
Phone 0038733704000",,IECampsBiH@state.gov,,,11/28/2017,01/26/2018,11/28/2017 3:27:28,Synopsis 1
003-FY2018,INTERETHNIC RECONCILIATION AND YOUTH SMALL GRANTS PROGRAM,DOS-BIH,U.S. Mission to Bosnia and Herzegovina,527500,20,"Samra Alibegic
Administrative Clerk
Phone 0038733704000",,InterethnicBiH@state.gov,,,11/27/2017,01/19/2018,11/27/2017 6:17:27,Synopsis 1
12AC02,Production of Five Live Satellite/Internet Broadcasts,USDOJ-BOP-NIC,National Institute of Corrections,,1,"Pamela Davison
Administrative Assistant
Phone 202-353-0484",,pdavison@bop.gov,,,11/07/2011,11/21/2011,11/07/2011 9:30:07,Synopsis 1
DARPA-BAA-10-65,Maximum Mobility and Manipulation (M3),DOD-DARPA-DSO,DARPA - Defense Sciences Office,,,BAA Coordinator,,DARPA-BAA-10/65@darpa.mil,,,05/24/2010,08/02/2010,06/30/2010 16:04:30,Synopsis 3
ONRBAA10-015,Joint Service Explosive Ordnance Disposal (JSEOD),DOD-ONR,Office of Naval Research,,,"Sarah Malene
Contract Specialist
",,sarah.malene@navy.mil,,,04/07/2010,07/09/2010,04/07/2010 8:08:07,Synopsis 1
11AC02,Production of Seven Live Satellite/Internet Broadcasts,USDOJ-BOP-NIC,National Institute of Corrections,,1,"Pamela Davison
Administrative Assistant
Phone 202-353-0484",,pdavison@bop.gov,,,11/22/2010,12/15/2010,11/22/2010 12:20:22,Synopsis 1
APS-386-13-000001,India-Africa Agriculture Innovation Bridge Program,USAID-INA,India USAID-New Delhi,6012000,4,"Sumit Dutta
Acquisition & Assisance Specialist
Phone 91-11-24198547",,sdutta@usaid.gov,,,12/20/2012,12/30/2013,06/11/2013 3:58:11,Synopsis 6
DARPA-BAA-11-40,Broad Operational Language Translation (BOLT),DOD-DARPA-I2O,DARPA - Information Innovation Office,,,"Dr. Joseph Olive
Program Manager / I20",,DARPA-BAA-11-40@darpa.mil,,,04/04/2011,08/02/2011,05/10/2011 16:24:10,Synopsis 2
DARPA-RA-14-07,Young Faculty Award (YFA),DOD-DARPA-DSO,DARPA - Defense Sciences Office,,,BAA COORDINATOR,,DARPA-RA-14-07@darpa.mil,,,11/14/2013,01/07/2014,11/14/2013 12:31:14,Synopsis 1
N66001-11-X-0042,C4ISR & Information Dominance Research,DOD-ONR-SPAWAR,SPAWAR SYSTEMS CENTER,10000000,5,"Tuan Doan
Grants Specialist
",,tuan.doan@navy.mil,,,05/09/2011,06/09/2011,11/23/2011 17:44:23,Synopsis 2
DARPA-RA-13-08,Young Faculty Award (YFA),DOD-DARPA-MTO,DARPA - Microsystems Technology Office,,,Dr. Alicia Jackson,,DARPA-RA-13-08@darpa.mil,,,12/05/2012,01/22/2013,01/17/2013 13:00:17,Synopsis 4
DARPA-BAA-10-08,DARPA Information Processing Techniques Office (IPTO) Broad Agency Announcement,DOD-DARPA-IPTO,DARPA - Information Processing Technology Office,,,Daniel M. Kaufman,,DARPA-BAA-10-08@darpa.mil,,,05/04/2010,03/01/2011,05/04/2010 12:49:04,Synopsis 1
FOA-AFRL-RQKP-2016-0002,Local STEM High School Research and Development (R&D),DOD-AFRL,Air Force -- Research Lab,575000,1,"John McClellan
Grants Officer
Phone 937-713-9944",,john.mclellan.2@us.af.mil,,,07/07/2016,08/18/2016,07/07/2016 10:22:07,Synopsis 1
N00174-17-0001,Naval Engineering Education Consortium (NEEC) Broad Agency Announcement for FY17,DOD-ONR-SEA-NSWCIH,NSWC Indian Head,,10,"Alex Polster
Contract Specialist
Phone 9737249568",,alexander.polster@navy.mil,,,08/24/2017,12/12/2017,11/07/2017 13:12:07,Synopsis 3
W911NF-16-R-0021,Advanced Tissue Biofabrication Manufacturing Innovation Institute (ATB-MII),DOD-AMC,Dept of the Army -- Materiel Command,,,"CHRISTOPHER JUSTICE
AGREEMENTS OFFICER
",,usarmy.rtp.rdecom-aro.list.atb-foa@mail.mil,,,06/13/2016,11/07/2016,10/05/2016 15:47:05,Synopsis 3
W912HZ-19-BAA-01,2019 ERDC Broad Agency Announcement,DOD-COE-ERDC,Engineer Research and Development Center,,,"Reginald Bryant
ERDC Contracting Office
601-634-7166
ERDC-BAA@usace.army.mil

Alternate POC:
Anitra Wilson
ERDC Contracting Office
Anitra.D.Wilson@usace.army.mil",,ERDC-BAA@usace.army.mil,,,02/04/2019,01/31/2020,02/04/2019 15:48:04,Synopsis 3
SCAISB-18-AW-006-02012018,Cultural Affairs – Pakistani Partnerships,DOS-PAK,U.S. Mission to Pakistan,400000,5,"Ellen Delage
Program Specialist
",,DelageEM@state.gov,,,02/01/2018,04/11/2018,04/06/2018 10:05:06,Synopsis 5
USAFA-BAA-2009-1,Research Interests of the US Air Force Academy,DOD-USAFA,Air Force Academy,,,"Chelsea A Huff
Contracting and Grants Officer
(719)333-4899
[or]
Christian Corness
Contracting and Grants Officer
(719)333-8269
christian.cornell@us.af.mil",,10msg.lgcc@us.af.mil,,,10/02/2009,03/01/2015,06/10/2019 16:22:10,Synopsis 12
DARPA-RA-15-32,Young Faculty Award (YFA),DOD-DARPA-MTO,DARPA - Microsystems Technology Office,,,"Dr. Daniel Hammerstrom
MTO Program Manager",,DARPA-RA-15-32@darpa.mil,,,02/26/2015,04/13/2015,04/09/2015 11:25:09,Synopsis 2
DE-FOA-0001281,FY2016 Consolidated Innovative Nuclear Research Funding Opportunity Announcement,DOE-ID,Idaho Field Office,56200000,65,"Shawn Tinsley
Contract Specialist",,tinslesm@id.doe.gov,,,08/06/2015,02/18/2016,01/21/2016 12:26:21,Synopsis 5
HHS-2018-ACL-NIDILRR-REGE-0258,Rehabilitation Engineering Research Centers (RERC) Program:  RERC on  Individual Mobility and Manipulation,HHS-ACL,Administration for Community Living,925000,1,"Patricia Barrett
Patricia.Barrett@acl.hhs.gov
",,Patricia.Barrett@acl.hhs.gov,,,01/18/2018,03/19/2018,01/18/2018 14:12:18,Synopsis 1
HHS-2020-ACL-NIDILRR-REMM-0387,Rehabilitation Engineering Research Centers (RERC) Program:  RERC on  Individual Mobility and Manipulation,HHS-ACL,Administration for Community Living,925000,1,"Thomas Corfman
thomas.corfman@acl.hhs.gov",,thomas.corfman@acl.hhs.gov,,,01/31/2020,03/31/2020,01/31/2020 9:15:31,Synopsis 1
ED-GRANTS-062520-001,"Office of Special Education and Rehabilitative Services (OSERS): Office of Special Education Programs (OSEP): Educational Technology, Media, and Materials for Individuals with Disabilities Program: Stepping-up Technology Implementation CFDA Number 84.327S",ED,Department of Education,2500000,5,"Julius C Cotton
ED Grants.gov FIND Systems Admin.
Phone 202-245-6288
julius.cotton@ed.gov
Program Manager:
Terry Jackson, 
U.S. Department of Education, 
400 Maryland Avenue, SW, room 5128, 
Potomac Center Plaza, 
Washington, DC 20202-5076.  
Telephone:  (202) 245-6039.  Email:  Terry.Jackson@ed.gov.",,Terry.Jackson@ed.gov,,,06/25/2020,08/14/2020,06/25/2020 8:22:25,Synopsis 1
W81XWH-09-SCIRP-EHDA,Spinal Cord Injury Research Program Exploration-Hypothesis Development Award,DOD-AMRAA,Dept. of the Army -- USAMRAA,1600000,10,"PA HELP: 301-619-7079; cdmrp.pa@amedd.army.mil 
eReceipt HELP: 301-682-5507; help@cdmrp.org
",,cdmrp.pa@amedd.army.mil,,,07/13/2009,11/20/2009,07/13/2009 15:17:13,Synopsis 1
FA9453-10-2-0259,AFRL La Luz Academy,DOD-AFRL,Air Force -- Research Lab,6000000,1,"Rita Varley
Ms
Phone 505-846-4398",,rita.varley@kirtland.af.mil,,,02/17/2010,03/18/2010,02/17/2010 18:32:17,Synopsis 1
W81XWH-11-PRORP-TDA,DoD Peer Reviewed Orthopaedic Technology Development Award,DOD-AMRAA,Dept. of the Army -- USAMRAA,3000000,1,301-682-5507; help@cdmrp.org,,help@cdmrp.org,,,07/09/2011,12/05/2011,07/09/2011 10:16:09,Synopsis 1
DARPA-BAA-15-18,Communicating with Computers (CwC),DOD-DARPA-I2O,DARPA - Information Innovation Office,,,"Dr. Paul Cohen
DARPA/I2O Program Manager",,CwC@darpa.mil,,,02/19/2015,04/09/2015,02/19/2015 13:06:19,Synopsis 1
13AC02,Production of Five Live Satellite/Internet Broadcasts (15 hours),USDOJ-BOP-NIC,National Institute of Corrections,,1,"Pamela Steely
Administrative Assistant
Phone 202-353-0484",,psteely@bop.gov,,,02/13/2013,03/08/2013,02/13/2013 10:10:13,Synopsis 1
14AC02,Production of Eighteen Live Internet Broadcasts (54 Hours) Over a Three Year Period,USDOJ-BOP-NIC,National Institute of Corrections,,1,"Melanie Simms
Administrative Officer
Phone 202-353-0484",,mxsimms@bop.gov,,,07/18/2014,08/13/2014,07/18/2014 14:30:18,Synopsis 2
