OPPORTUNITY NUMBER,OPPORTUNITY TITLE,AGENCY CODE,AGENCY NAME,ESTIMATED FUNDING,EXPECTED NUMBER OF AWARDS,GRANTOR CONTACT,AGENCY CONTACT PHONE,AGENCY CONTACT EMAIL,ESTIMATED POST DATE,ESTIMATED APPLICATION DUE DATE,POSTED DATE,CLOSE DATE,LAST UPDATED DATE/TIME,VERSION
FOA-ILAB-18-03,Combatting Child Labor in the Democratic Republic of the Congo’s Cobalt Industry,DOL-ETA-ILAB,Bureau of International Labor Affairs,,1,"Mr. Dorjan Chaney, Grants Management Specialist",,chaney.dorjan@dol.gov,,,06/01/2018,07/13/2018,06/01/2018 13:48:01,Synopsis 1
SFOP0005045,Enhancing Public Accountability and Trust in Tunisia,DOS-NEA-AC,Assistance Coordination,2000000,1,"Elizabeth   Hartman

",,NEA-Grants@state.gov,,,06/04/2018,06/19/2018,06/04/2018 14:40:04,Synopsis 2
FOA-ILAB-18-05,Improving the Capacity of Labor and Agriculture Stakeholders to Address Child Labor in Agricultural Areas in Argentina,DOL-ETA-ILAB,Bureau of International Labor Affairs,2500000,1,"Dorjan Chaney, Grants Management Specialist",,chaney.dorjan@dol.gov,,,07/09/2018,08/27/2018,07/09/2018 12:20:09,Synopsis 1
EPA-OLEM-OBLR-19-01,FY20 ENVIRONMENTAL WORKFORCE DEVELOPMENT AND JOB TRAINNG (EWDJT) GRANTS,EPA,Environmental Protection Agency,4000000,20,"Rachel Congdon, Phone: 202-566-1564",,congdon.rachel@epa.gov,,,04/15/2019,06/10/2019,04/15/2019 12:50:15,Synopsis 1
USDA-NRCS-NHQ-SOIL-19-GEN0010134,2019 Soil Science Collaborative Research Proposals Notice of Funding Opportunity (NFO),USDA-NRCS,Natural Resources Conservation Service,1920000,12,"Michele  Devaney
Grants Management Specialist
Phone 801-524-4587",,michele.devaney@usda.gov,,,05/03/2019,06/03/2019,05/20/2019 15:38:20,Synopsis 1
2019-NIST-TPO-IOT-01,Economic Research and Analysis of the National Need for Technology Infrastructure to Support the Internet of Things (IoT),DOC-NIST,National Institute of Standards and Technology,400000,100,"Leon Sampson
NOFO Coordinator
Phone 301-975-3086",,leon.sampson@nist.gov,,,05/22/2019,07/24/2019,06/04/2019 8:27:04,Synopsis 2
2019-NIST-TPO-IOT-01-AMENDED,Economic Research and Analysis of the National Need for Technology Infrastructure to Support the Internet of Things (IoT) Amendment 1,DOC-NIST,National Institute of Standards and Technology,400000,10,"Leon Sampson
NOFO Coordinator
Phone 301-975-3086",,leon.sampson@nist.gov,,,07/12/2019,08/13/2019,07/12/2019 10:23:12,Synopsis 2
FOA-ILAB-20-01,Engaging Mexico’s Auto Sector Employers in Labor Law Reform Implementation,DOL-ETA-ILAB,Bureau of International Labor Affairs,3000000,1,"Sue Levenstein 
Grants Management Specialist
levenstein.susan.l@dol.gov",,levenstein.susan.l@dol.gov,,,05/20/2020,07/20/2020,05/20/2020 16:17:20,Synopsis 2
SFOP0007091,Development of Anti-Corruption and Anti-Money Laundering Tools to Identify Unexplained Wealth Held by Politically Exposed Persons (PEPs),DOS-INL,Bureau of International Narcotics-Law Enforcement,,1,"Arnaldo Arbesu, ArbesuA@state.gov; Najar Washington, WashingtonND@state.gov",,,,,06/12/2020,08/14/2020,06/12/2020 15:06:12,Synopsis 1
W912HZ-20-BAA-01,2020 Broad Agency Announcement,DOD-COE-ERDC,Engineer Research and Development Center,,,"Reginald Bryant
Phone 601-634-7166

Deberay Carmichael
Phone:601-634-5337",,ERDC-BAA@usace.army.mil,,,03/16/2020,02/05/2021,03/30/2020 8:55:30,Synopsis 7
RFA-696-11-000002,INTEGRATED IMPROVED LIVELIHOODS PROGRAM (IILP) - RWANDA,USAID-KEN,Kenya USAID-Nairobi,13400000,1,"JoAnn Sparacino
USAID/EA/RAAO
Phone 254-020-8622491",,jsparacino@usaid.gov,,,02/08/2011,03/21/2011,02/08/2011 6:40:08,Synopsis 1
SGA-11-04,Project to Combat Exploitative Child Labor in Sugarcane Growing Areas of the Philippines,DOL-OASAM,OASAM,15000000,1,"Brenda J. White or James Kinslow
Grant Officers
Phone 202-693-4570",,white.brenda.j@dol.gov or kinslow.james@dol.gov,,,07/14/2011,08/31/2011,08/25/2011 12:00:25,Synopsis 6
RFA-OAA-11-000004,FY-2011 Child Survival and Health Grants Program (CSHGP),USAID,Agency for International Development,12750000,7,"Deidre Jackson
Agreement/Contract Specialist
Phone 2025675049",,dejackson@usaid.gov,,,02/01/2011,03/25/2011,03/04/2011 18:28:04,Synopsis 3
SGA-13-05,Global Research on Child Labor Measurement and Policy Development,DOL-OASAM,OASAM,7000000,1,"Helen A. Williams
Grant Specialist
Phone 202-693-4570",,ops.grantoffice@dol.gov,,,05/13/2013,07/12/2013,06/14/2013 16:08:14,Synopsis 3
NPS-ARRAJOTR090062,"RECOVERY ACT, DOI, National Park Service,  Install Gates to Protect Visitors and Preserve Resource Habitat at Various Mines, Joshua Tree National Monument",DOI-NPS,National Park Service,77000,1,"Tekla Vines
Contract Specialist
Phone 707-951-4872",,tekla_vines@nps.gov,,,08/27/2009,09/07/2009,08/27/2009 19:03:27,Synopsis 1
NPS-PWRNOIP12AC10761,Climate Change and Archeology in Northwest Alaska: Nuluk STudy,DOI-NPS,National Park Service,47700,1,"Cameron Reed
Contract Specialist
Phone 415-623-2253",,cameron_reed@nps.gov,,,07/10/2012,07/11/2012,07/10/2012 17:34:10,Synopsis 1
NPS-12-NERO-0066,Theodore Roosevelt Inaugural Site Land Donation,DOI-NPS,National Park Service,281223,1,"Dawn Mach
Contract Specialist
Phone 215-597-0056",,dawn_mach@nps.gov,,,06/30/2012,07/05/2012,06/30/2012 16:36:30,Synopsis 1
DOS-MSU-SSH-FY18,"U.S. Ambassador’s Special Self Help 2018, U.S. Embassy Maseru",DOS-LSO,U. S. Mission to Lesotho,65000,8,"Hopolang Senekane
Grantor
Phone 26622312666",,senekanehd@state.gov,,,02/01/2018,04/30/2018,02/01/2018 9:26:01,Synopsis 1
DOS-MSU-PFSMGPCB-FY17,PEPFAR Small Grants Program 2018 Capacity Building,DOS-LSO,U. S. Mission to Lesotho,25000,1,"Hopolang Senekane
Grantor
Phone 26622312666",,senekanehd@state.gov,,,02/02/2018,04/30/2018,02/02/2018 4:07:02,Synopsis 2
DOS-MSU-PFSGPCB-FY19,PEPFAR Small Grants Program 2019-2020 Capacity Building,DOS-LSO,U. S. Mission to Lesotho,25000,1,"Hopolang Senekane
Grantor
Phone 26622312666 Ext:4316",,grantsmaseru@state.gov,,,02/15/2019,04/30/2019,02/13/2019 7:57:13,Synopsis 1
RFA-617-14-000014,USAID Better Outcomes for Children & Youth in Central & Western Uganda,USAID-UGA,Uganda USAID-Kampala,38500000,1,"Fatumah Mutaasa
Assistance Assistant
Phone 256414306001",,fmutaasa@usaid.gov,,,10/17/2014,12/02/2014,11/06/2014 8:42:06,Synopsis 7
ED-GRANTS-061912-001,OSERS/OSEP: Personnel Development To Improve Services and Results for Children With Disabilities: National Center for Development of Coursework and Training Modules To Improve Services and Results for Children With Disabilities CFDA Number 84.325E,ED,Department of Education,1500000,1,"Joyce Mays
Management Analyst 
Phone 202-245-6122
joyce.mays@ed.gov
Program Manager:
Sarah Allen
U.S. Department of Education
400 Maryland Avenue SW., room 4105, Potomac Center Plaza (PCP)
Washington, DC 20202
Telephone:(202)245-7875 or by email:
 ",,Sarah.Allen@ed.gov,,,06/19/2012,07/30/2012,06/21/2012 10:42:21,Synopsis 2
CDC-RFA-DP10-10080401SUPP13,National Organizations for Chronic Disease Prevention,HHS-CDC,Centers for Disease Control and Prevention,230000,1,"CDC
Procurement and Grants Office
TIMS
Phone 770-488-2700",,PGOTIM@cdc.gov,,,03/21/2013,04/15/2013,03/21/2013 16:15:21,Synopsis 1
RFI-620-17-000003,Addressing Education in Northeast Nigeria Activity,USAID-NIG,Nigeria USAID-Abuja,25000000,,"MARYAM ABDULLAHI
ACQUISTION  ASSISTANCE SPECIALIST
Phone 2344619345",,abujasolicitations@usaid.gov,,,05/04/2017,05/25/2017,05/04/2017 12:52:04,Synopsis 2
USDA-NIFA-AFRI-003958,Agriculture and Food Research Initiative: Foundational Program,USDA-NIFA,National Institute of Food and Agriculture,,264000000,"NIFA Help Desk 
Phone: 202-401-5048 
Business hours are M-F, 7:00 am -5:00 pm ET, excluding Federal holidays ",,electronic@nifa.usda.gov,,,10/15/2012,05/22/2013,01/10/2013 14:50:10,Synopsis 6
SCA-14-04,Reduce Child Labor/Improve Labor Rights (Honduras),DOL-OASAM,OASAM,7000000,1,"Lloyd Sabino
Grant Specialist
Phone 202-693-4570",,ops.grantoffice@dol.gov,,,04/18/2014,07/02/2014,06/03/2014 10:20:03,Synopsis 3
FOA-ETA-16-13,ApprenticeshipUSA State Expansion Grants,DOL-ETA,Employment and Training Administration,50500000,33,"Andrea Hill
Grants Management Specialists
",,hill.andrea@dol.gov,,,06/22/2016,09/07/2016,06/22/2016 11:15:22,Synopsis 1
72052018RFA00002,Strengthening Care and Treatment Cascade Project,USAID-GUA,Guatemala USAID-Guatemala City,,1,"Deborah Perlman
Assistance Specialist
",,guatemalaproposals@usaid.gov,,,11/30/2017,01/16/2018,11/30/2017 15:54:30,Synopsis 1
72030618RFA00017,Promote Scholarship Endowment,USAID-AFG,Afghanistan USAID-Kabul,50000000,1,"Idrees Raheem
A&A Specialist",,kblaidoaaoagteam@usaid.gov,,,04/25/2018,06/07/2018,05/10/2018 7:05:10,Synopsis 2
FOA-ETA-20-01,The Support to Communities: Fostering Opioid Recovery Through Workforce Development,DOL-ETA,Employment and Training Administration,20000000,10,"Aiyana Pucci
Grants Management Specialist
FOA-ETA-20-01@dol.gov",,FOA-ETA-20-01@dol.gov,,,10/31/2019,01/09/2020,10/31/2019 12:46:31,Synopsis 4
CDC-RFA-GH15-159202CONT17,"Strengthen Uganda Ministry of Health capacity to execute its essential public health functions through provision of technical assistance, public health workforce development, and institutional capacity-building in the Republic of Uganda under the Presiden",HHS-CDC-CGH,Centers for Disease Control - CGH,,1,"OGSTIMS
PHONE: 770-488-2700",,OGSTIMS@CDC.GOV,,,10/06/2016,12/08/2016,04/22/2020 18:08:22,Synopsis 1
72049218RFA00005,MARAWI RESPONSE PROJECT,USAID-PHI,Philippines USAID-Manila,,1,"Sandra Jansen
Agreement Officer",,sjansen@usaid.gov,,,04/25/2018,05/25/2018,05/10/2018 23:49:10,Synopsis 4
AID-RFA-492-12-000029,Strengthening HIV/AIDS Services for More-at-Risk Populations in Papua New Guinea,USAID-PHI,Philippines USAID-Manila,20000000,1,"Agreement Officer, HIV/AIDS PNG",,manilahivaidspacific@usaid.gov,,,05/22/2012,07/17/2012,05/31/2012 12:01:31,Synopsis 2
DE-FOA-0001953,SOLICITATION ON TOPICS INFORMING NEW PROGRAM AREAS,DOE-ARPAE,Advanced Research Projects Agency Energy,45,45,"ARPA-E Contracting Officer 
arpa-e-co@hq.doe.gov",,arpa-e-co@hq.doe.gov,,,12/20/2018,09/30/2022,06/10/2020 13:24:10,Synopsis 16
DE-FOA-0001954,SOLICITATION ON TOPICS INFORMING NEW PROGRAM AREAS SBIR/STTR,DOE-ARPAE,Advanced Research Projects Agency Energy,75750000,63,"ARPA-E Contracting Officer 
arpa-e-co@hq.doe.gov",,arpa-e-co@hq.doe.gov,,,12/20/2018,09/30/2022,07/01/2020 8:56:01,Synopsis 14
72065620RFA00001,Community Engagement in Bilingual Education,USAID-MOZ,Mozambique USAID-Maputo,,,"Judite Caetano
Acq. and Assist. Specialist
Phone 258 21 352135",,jcaetano@usaid.gov,,,11/13/2019,01/13/2020,12/17/2019 10:00:17,Synopsis 2
72012119RFA00002,Support TB Control Efforts in Ukraine,USAID-UKR,Ukraine USAID-Kiev,19500000,1,"Larissa Lomonosova
Acquisition & Assistance Specialist",,llomonosova@usaid.gov,,,04/05/2019,05/10/2019,04/17/2019 6:31:17,Synopsis 2
10P07,A Systems Approach for Workforce Performance - Curriculum Development,USDOJ-BOP-NIC,National Institute of Corrections,,1,"Pamela Davison
Administrative Assistant
Phone 202-353-0484",,pdavison@bop.gov,,,11/02/2009,11/30/2009,11/02/2009 8:37:02,Synopsis 1
NPS-ROCR-NOI-R3450110033,"Bridging the Watershed , Youth Partnership Program",DOI-NPS,National Park Service,26050,1,"Rita Mihalik
Contract Specialist
Phone 301-432-7890",,rita_mihalik@nps.gov,,,09/02/2011,09/06/2011,09/02/2011 11:02:02,Synopsis 1
NAWCAD-15-1-0001,FY15/16 NAWCAD Lakehurst STEM Grants,DOD-ONR-AIR,NAVAIR,100000,10,"Patrick Smith
Contracting Officer
Phone 732-323-7754",,patrick.w.smith2@navy.mil,,,09/09/2015,10/12/2015,09/09/2015 6:05:09,Synopsis 3
P16AS00361,Canal Classrooms Education Internships,DOI-NPS,National Park Service,0,1,"Grants Management Specialist Laquita Palmer 2026197082
Laquita_Palmer@nps.gov
",,Laquita_Palmer@nps.gov,,,07/20/2016,,07/21/2016 13:49:21,Synopsis 2
P16AC00922,Youth Resource Stewardship,DOI-NPS,National Park Service,38498,1,"Susan Velie
Contract Specialist
Phone 360-565-3114",,Susan_Velie@nps.gov,,,09/12/2016,09/19/2016,09/12/2016 20:18:12,Synopsis 1
NPS-16-NERO-0188,NOTICE OF INTENT TO AWARD: Enhancing Collaboration and Engagement Amongst Conservation and Stewardship Practitioners: Developing Partnerships and Case Studies to Enhance Public Outreach and Engagement.,DOI-NPS,National Park Service,50000,1,"Jennifer Fleming
NPS NER Agreements Officer
Phone 215-597-6476",,Jennifer_Fleming@nps.gov,,,09/11/2016,09/21/2016,09/11/2016 19:37:11,Synopsis 1
P17AS00561,Public Education and Data Management,DOI-NPS,National Park Service,77857,1," STEVE LIVINGSTON 
Steve_Livingston@nps.gov
",,Steve_Livingston@nps.gov,,,07/27/2017,,07/27/2017 11:55:27,Synopsis 1
NPS-17-NERO-0103,"Citizen Science Workshops for Managers, Interpreters, and Scientists",DOI-NPS,National Park Service,60000,1,"Patrick Reidy
Grants Management Specialist
Phone 215-597-5949",,Patrick_Reidy@nps.gov,,,07/26/2017,08/04/2017,07/26/2017 10:20:26,Synopsis 1
NAWCAD-17-1-0001,FY17/18 NAWCAD Lakehurst STEM Grants,DOD-ONR-AIR,NAVAIR,50000,5,"Jillian Kohler
Contracting Officer
Phone 732-323-4589",,jillian.kohler@navy.mil,,,06/23/2017,09/11/2017,08/31/2017 14:10:31,Synopsis 7
P17AS00816,Resource Stewardhip Opportunities for Youth at Lewis and Clark National Historic Park,DOI-NPS,National Park Service,29236,1,"Susan Velie
Financial Assistance Officer
Phone 360-565-3114",,Susan_Velie@nps.gov,,,09/13/2017,09/23/2017,09/13/2017 18:09:13,Synopsis 1
P18AS00023,"Landscape and Exterior Maintenance of Pratt Cabin, Guadalupe Mountains National Park",DOI-NPS,National Park Service,29296,1," Katie Gaertner .
Katie_Gaertner@nps.gov
",,Katie_Gaertner@nps.gov,,,11/27/2017,,11/27/2017 12:07:27,Synopsis 1
RFA-615-17-000003,Kenya Feed the Future Livestock Market Systems Leader with Associates,USAID-KEN,Kenya USAID-Nairobi,,7,"Ketan Sood
Acquisition and Assistance Speciali
",,ksood@usaid.gov,,,06/15/2017,07/17/2017,06/30/2017 2:31:30,Synopsis 2
APS-OAA-15-000003,Central African Republic Peacebuilding Partnership,USAID,Agency for International Development,,,"Leigh Carlson
Agreement Specialist
",,lcarlson@usaid.gov,,,11/04/2014,06/15/2015,05/13/2015 11:15:13,Synopsis 3
14AC02,Production of Eighteen Live Internet Broadcasts (54 Hours) Over a Three Year Period,USDOJ-BOP-NIC,National Institute of Corrections,,1,"Melanie Simms
Administrative Officer
Phone 202-353-0484",,mxsimms@bop.gov,,,07/18/2014,08/13/2014,07/18/2014 14:30:18,Synopsis 2
13CS04,Development and Pilot Training of a Curriculum for Pretrial Justice System Stakeholders,USDOJ-BOP-NIC,National Institute of Corrections,,1,"Melanie Simms
Administrative Officer
Phone 202-353-0484",,mxsimms@bop.gov,,,06/21/2013,07/16/2013,06/21/2013 14:15:21,Synopsis 1
P15AS00395,Brownfields Area Wide Planning,DOI-NPS,National Park Service,149999,1,"STEVE LIVINGSTON, 303-969-2690
Steve_Livingston@nps.gov
",,Steve_Livingston@nps.gov,,,09/08/2015,,09/08/2015 15:07:08,Synopsis 1
NPS-15-NERO-0095,"NOTICE OF INTENT TO AWARD - Collaborative Planning and Implementation Support for Cape Cod National Seashore Science Priorities, 2015-2017",DOI-NPS,National Park Service,65994,1,"Patrick Reidy
Grants Management Specialist
Phone 215-597-5949",,Patrick_Reidy@nps.gov,,,07/08/2015,07/17/2015,07/08/2015 11:26:08,Synopsis 1
NPS-12-NERO-0017,"Notice of Intent to Award: Forest for Every Classroom; Marsh-Billings-Rockefeller National Historical Park, Vermont",DOI-NPS,National Park Service,81424,1,"Jennifer Fleming
Contract/Agreements Specialist
Phone 215-597-6476",,Jennifer_Fleming@nps.gov,,,02/13/2012,05/17/2012,05/11/2012 15:55:11,Synopsis 3
7200AA19APS00005,Higher Education Partnerships (HEP)-Morocco Addendum_STIP APS,USAID,Agency for International Development,,1,"Sharon M. Baker 
Supervisory Agreement Officer
Phone 202-567-5098",,shbaker@usaid.gov,,,03/22/2019,05/01/2019,03/27/2019 11:48:27,Synopsis 2
P19AS00320,Connecting Teachers in Parks Professional Development Workshop,DOI-NPS,National Park Service,102000,1,"Grants Management Officer Erica Cordeiro 907-644-3315
Erica_Cordeiro@nps.gov",,Erica_Cordeiro@nps.gov,,,06/25/2019,07/05/2019,06/25/2019 17:28:25,Synopsis 1
ED-GRANTS-031011-002,Office of Elementary and Secondary Education (OESE); Striving Readers Comprehensive Literacy Grant Program CFDA Number 84.371C,ED,Department of Education,178000000,3,"Julius Cotton
ED Grants.gov FIND Systems Admin.
Phone 202-245-6140
julius.cotton@ed.gov
Program Manager:
Miriam Lund
U.S. Department of Education
400 Maryland Avenue, SW., Room 3E245
Washington, DC 20202-6200
Telephone: (202) 401-2871 or e-mail: 
",,striving.readers.comprehensive.literacy@ed.gov,,,03/10/2011,05/09/2011,03/10/2011 11:28:10,Synopsis 2
ED-GRANTS-032713-001,"Office of Innovation and Improvement (OII): Investing in Innovation Fund, Development Grants: Development grants Pre-Application CFDA Number 84.411P",ED,Department of Education,,,"Julius Cotton
ED Grants.gov FIND Systems Admin.
Phone 202-245-6140
julius.cotton@ed.gov
Program Manager:
Carol Lyons, U.S. Department of 
Education, 400 Maryland Avenue SW., Room 4W203, Washington, DC 20202-
5930. Telephone: (202) 453-7122. FAX: (202) 205-5631 or by email: 
Carol Lyons
U.S. Department of Education
400 Maryland Avenue SW., Room 4W203
Washington, DC 20202-5930. 
Telephone: (202) 453-7122. FAX: (202) 205-5631 or by email: i3@ed.gov.",,i3@ed.gov,,,03/27/2013,04/26/2013,03/29/2013 16:06:29,Synopsis 3
W81XWH-12-JPC1-DTME-PRP,Developer Tools for Medical Education Public Physiology Research Platform (DTME-PRP),DOD-AMRAA,Dept. of the Army -- USAMRAA,7000000,1,"Mary Rico
Grants Officer",,mary.rico@amedd.army.mil,,,11/09/2011,04/26/2012,11/09/2011 16:41:09,Synopsis 1
CDC-RFA-GH15-1591,Accelerating Comprehensive HIV/AIDS Service Delivery through Health Systems Capacity Building and Technical Assistance to District Health Teams and Health Facilities in Western and West-Nile Regions in the Republic of Uganda under the President's Emergenc,HHS-CDC,Centers for Disease Control and Prevention,0,2,"CDC Procurement and Grants Office 
Technical Information Management Section
Phone 770-488-2700",,pgotim@cdc.gov,,,08/20/2014,10/04/2014,08/22/2014 11:33:22,Synopsis 2
DE-FOA-0001295,SDN-Enabled Terabits Optical Networks for Extreme-Scale Science,PAMS-SC,Office of Science,5000000,9,"Dr. Thomas Ndousse-Fetter
301-903-9960
Thomas.Ndousse-Fetter@science.doe.gov 
Technical-Scientific Program Contact",,Thomas.Ndousse-Fetter@science.doe.gov,,,05/20/2015,07/02/2015,05/20/2015 14:22:20,Synopsis 1
HR001118S0035,SIGMA+ Sensors,DOD-DARPA-DSO,DARPA - Defense Sciences Office,,,BAA Coordinator,,SigmaPlus@darpa.mil,,,04/05/2018,05/31/2018,04/05/2018 11:12:05,Synopsis 1
DE-FOA-0001912,Computational Chemical Sciences Research,PAMS-SC,Office of Science,18000000,15,"Mark Pederson
mark.pederson@science.doe.gov
Phone 301-903-9956",,mark.pederson@science.doe.gov,,,04/13/2018,06/18/2018,04/13/2018 15:06:13,Synopsis 2
DE-FOA-0002054,Materials and Chemical Sciences Research for Quantum Information Science,PAMS-SC,Office of Science,45000000,15,"Dr. James Horwitz and Dr. Jeffrey Krause
301-903-4864 and 301-903-5827
james.hortwitz@science.doe.gov and jeff.krause@science.doe.gov",,SC.grantsandcontracts@science.doe.gov,,,01/16/2019,05/03/2019,01/18/2019 10:56:18,Synopsis 2
W911NF-19-S-0007,Department of Defense Advanced Computing Initiative (ACI) Fiscal Year 2019,DOD-AMC,Dept of the Army -- Materiel Command,,500,Kevin J Bassler,,kevin.j.bassler.civ@mail.mil,,,02/25/2019,05/31/2019,02/25/2019 14:00:25,Synopsis 1
DE-FOA-0002110,Quantum Horizons: QIS Research and Innovation for Nuclear Science,PAMS-SC,Office of Science,,6,"Gulshan Rai, Ph.D.
Program Manager
Phone 301-903-4702",,Gulshan.Rai@science.doe.gov,,,04/08/2019,05/31/2019,04/08/2019 16:48:08,Synopsis 2
DE-FOA-0002301,"Research, Development and Training in Isotope Production",PAMS-SC,Office of Science,8000000,10,"Ethan R. Balkin, Ph.D.
Program Officer
Phone 301-903-1861",,ethan.balkin@science.doe.gov,,,03/24/2020,06/15/2020,03/24/2020 9:27:24,Synopsis 2
RFA-CE-20-006,Research Grants to Prevent Firearm-Related Violence and Injuries (R01),HHS-CDC-HHSCDCERA,Centers for Disease Control and Prevention - ERA,24000000,20,"Marcienne Wright
lxv8@cdc.gov",,lxv8@cdc.gov,,,02/21/2020,05/12/2020,04/02/2020 8:37:02,Synopsis 4
DE-FOA-0002352,Neuromorphic Computing for Accelerating Scientific Discovery,PAMS-SC,Office of Science,2000000,7,"Robinson Pino
Program Manager
Phone 301-903-1263",,Robinson.Pino@science.doe.gov,,,04/30/2020,07/01/2020,04/30/2020 10:20:30,Synopsis 1
CDC-RFA-CE20-2005,Firearm Injury Surveillance Through Emergency Rooms (FASTER),HHS-CDC-NCIPC,Centers for Disease Control - NCIPC,3150000,7,"Divonna (Michele) LaLand
FASTERNOFO@cdc.gov",,FASTERNOFO@cdc.gov,,,05/08/2020,07/08/2020,06/02/2020 15:46:02,Synopsis 2
95332418N0003,"Data Analytics Center Project in Côte d’Ivoire, DCLI",MCC,Millennium Challenge Corporation,1800000,1,"Nataliya Holl
Senior Contracting Specialist
Phone 2027726492",,hollna@mcc.gov,,,11/24/2017,02/21/2018,05/09/2018 20:34:09,Synopsis 10
DRAFT-HDTRA1-19-S-0004-IIRM-URA,DRAFT-Interaction of Ionizing Radiation with Matter University Research Alliance (IIRM-URA),DOD-DTRA,Defense Threat Reduction Agency,,,"If you have difficulty accessing this DRAFT solicitation electronically, please contact:",,DTRA-URA-Program@mail.mil,,,02/06/2019,03/22/2019,02/06/2019 17:56:06,Synopsis 1
HDTRA1-19-S-0004-IIRM-URA,Interaction of Ionizing Radiation with Matter University Research Alliance (IIRM-URA),DOD-DTRA,Defense Threat Reduction Agency,,,DTRA-URA-Program@mail.mil,,DTRA-URA-Program@mail.mil,,,05/30/2019,09/30/2020,05/31/2019 16:09:31,Synopsis 2
SCA-13-15,Project to Reduce Child Labor in Burma,DOL-OASAM,OASAM,5000000,1,"Cassandra Mitchell
Grants Management Specialist
Phone 202-693-4570",,mitchell.cassandra@dol.gov,,,08/13/2013,10/18/2013,10/17/2013 12:20:17,Synopsis 3
USDA-NIFA-AFRI-004412,Agriculture and Food Research Initiative: Foundational Program,USDA-NIFA,National Institute of Food and Agriculture,82000000,,"NIFA Help Desk 
Phone: 202-401-5048 
Business hours are M-F, 7:00 am -5:00 pm ET, excluding Federal holidays 
",,electronic@nifa.usda.gov,,,12/23/2013,09/29/2014,12/23/2013 15:19:23,Synopsis 1
RFA-623-11-000004,FANIKISHA Institutional Strengthening Project,USAID-KEN,Kenya USAID-Nairobi,44000000,,"Francis Kavulu
Senior Acquisition Specialist
Phone 254-20-862-2000",,fkavulu@usaid.gov,,,03/24/2011,04/26/2011,04/08/2011 5:25:08,Synopsis 2
RFA-CE-19-006,Grants to Support New Investigators in Addressing Cross-Cutting Violence Prevention and Opioid Overdose Prevention,HHS-CDC-HHSCDCERA,Centers for Disease Control and Prevention - ERA,1000000,4,"Sue Neurath
SFN8@cdc.gov",,SFN8@cdc.gov,,,01/25/2019,04/01/2019,03/15/2019 12:33:15,Synopsis 5
HR001119S0076,Securing Information for Encrypted Verification and Evaluation (SIEVE),DOD-DARPA-I2O,DARPA - Information Innovation Office,,,"BAA Coordinator
SIEVE@darpa.mil",,SIEVE@darpa.mil,,,07/12/2019,09/20/2019,07/15/2019 13:37:15,Synopsis 2
BJA-2009-2052,FY 2009 Adult Drug Court Research to Practice Initiative,USDOJ-OJP-BJA,Bureau of Justice Assistance,,5,"Al Roddy
Technical Support
202-353-1881",,Al.Roddy@usdoj.gov,,,02/02/2009,03/26/2009,02/02/2009 8:15:02,Synopsis 1
BJA-2009-2053,FY 2009 Adult Drug Court Planning and Training Program,USDOJ-OJP-BJA,Bureau of Justice Assistance,,8,"Al Roddy
Technical Support
202-353-1881",,Al.Roddy@usdoj.gov,,,02/02/2009,03/26/2009,02/02/2009 8:09:02,Synopsis 1
APS-OAA-16-000001-ADDENDUM-PACE,PARTNERING TO ACCELERATE ENTREPRENEURSHIP (PACE) 3.0,USAID,Agency for International Development,,,"Robert Schneider
Division Chief, Global Partnerships",,pace@usaid.gov,,,04/26/2017,07/31/2017,04/26/2017 14:53:26,Synopsis 1
RFI-521-17-000015,Improving Governance in Haiti Program (IGHI),USAID-HAI,Haiti USAID-Port Au Prince,,,"Marva Butler
Contracting and Agreement Officer
Phone 202-216-6260",,mbutler@usaid.gov,,,06/28/2017,07/14/2017,06/28/2017 9:43:28,Synopsis 1
663-A-09-018,"Water, Sanitation and Hygiene (WASH) Program in Ethiopia",USAID-ETH,Ethiopia USAID-Addis Ababa,4000000,1,"Fitih Asfawossen
A&A Specialist
Phone 251115510088",,fasfawossen@usaid.gov,,,05/01/2009,06/09/2009,05/18/2009 11:51:18,Synopsis 2
ED-GRANTS-051115-002,Office of Postsecondary Education (OPE): First in The World (FITW) Program: VALIDATION Grants CFDA Number 84.116X,ED,Department of Education,40000000,5,"Julius Cotton
ED Grants.gov FIND Systems Admin.
Phone 202-245-6288
EducationGrantInquiries@ed.gov
Program Manager:
Frank Frankfort, 
U.S. Department of Education, 
1990 K Street NW., Room 6166, 
Washington, DC 20006-8544. 
Telephone: (202) 502-7513. FAX: (202) 502-7877 or by email. 
You may send emails to OPEFITWValidation@ed.gov.",,OPEFITWValidation@ed.gov,,,05/11/2015,06/30/2015,05/11/2015 10:10:11,Synopsis 1
72011419RFA00006,Achieving Student Centered Education for a New Tomorrow - ASCENT,USAID-GEO,Georgia USAID-Tbilisi,7000000,,"Yana  Adelberg
Acquisition Specialist
Phone 995 322 544 144",,yadelberg@usaid.gov,,,06/28/2019,08/12/2019,07/22/2019 8:44:22,Synopsis 6
USDA-FAS-FFPR-19-2,UNITED STATES DEPARTMENT OF AGRICULTURE FOOD FOR PROGRESS PROGRAM,USDA-FAS-GP-10606,Food for Progress 10.606,155000000,1,"Susan Waage
International Program Specialist
202-720-9059",,susan.waage@fas.usda.gov,,,03/28/2019,05/29/2019,03/28/2019 17:09:28,Synopsis 2
