,Unnamed: 0,title,score,view_count,answer_count,Date,Unnamed: 0.1
9,9,Training a Keras model from batches of .npy files using generator?,6,5032,1,2018-12-15,
10,10,Element-wise multiplication with Keras,6,8747,2,2018-12-19,
11,11,What does the &quot;[0][0]&quot; of the layers connected to in keras model.summary mean?,6,1432,1,2018-12-27,
12,12,When to use GlobalAveragePooling1D and when to use GlobalMaxPooling1D while using Keras for an LSTM model?,6,2371,1,2018-12-12,
13,13,keras: how to use learning rate decay with model.train_on_batch(),6,2240,1,2018-12-04,
14,14,CuDNNLSTM: Failed to call ThenRnnForward,6,3743,1,2018-12-29,
15,15,How to use TensorFlow tf.print with non capital p?,6,2611,2,2018-12-17,
16,16,Is deep learning bad at fitting simple non linear functions outside training scope (extrapolating)?,6,518,1,2018-12-15,
17,17,keras combining two losses with adjustable weights where the outputs do not have the same dimensionality,6,2898,2,2018-12-10,
18,18,"Does Any one got &quot;AttributeError: &#39;str&#39; object has no attribute &#39;decode&#39; &quot; , while Loading a Keras Saved Model",6,2637,2,2018-12-12,
19,19,Same function in Keras Loss and Metric give different values even without regularization,6,613,2,2018-12-17,
20,20,Saving keras models with shared layers,6,127,0,2018-12-26,
21,21,Variational Dropout in Keras,6,731,0,2018-12-06,
22,22,Resolving differences between Keras and scikit-learn for simple fully-connected neural network,6,678,0,2018-12-05,
23,23,Keras Estimator + tf.data API,6,1469,1,2018-12-01,
24,24,Why does Tensorflow warn about AVX2 while I am using MKL?,5,1981,2,2018-12-30,
25,25,Custom Hebbian Layer Implementation in Keras - input/output dims and lateral node connections,5,280,2,2018-12-28,
26,26,"Keras Embedding ,where is the &quot;weights&quot; argument?",5,2126,1,2018-12-05,
27,27,Multiple-input multiple-output CNN with custom loss function,5,983,2,2018-12-19,
28,28,Keras occupies an indefinitely increasing amount of memory for each epoch,5,1555,3,2018-12-08,
29,29,Optical Character Recognition Multiple Line Detection,5,1072,1,2018-12-26,
0,0,What does Keras Tokenizer method exactly do?,51,34035,3,2018-08-21,
1,1,Why Bother With Recurrent Neural Networks For Structured Data?,30,1216,1,2018-08-25,
2,2,How can I use a pre-trained neural network with grayscale images?,29,19919,8,2018-08-24,
3,3,Multivariate LSTM with missing values,24,4513,1,2018-09-29,
4,4,Quantize a Keras neural network model,18,4499,3,2018-09-10,
5,5,How to use TensorBoard with Keras in Python for visualizing embeddings,17,7714,4,2018-09-02,
6,6,How can I clear a model created with Keras and Tensorflow(as backend)?,16,21354,1,2018-09-02,
7,7,Keras ImageDataGenerator Fit causes memory leak,16,770,1,2018-09-02,
8,8,Can&#39;t save custom subclassed model,15,7037,4,2018-08-12,
9,9,Python: Neural Network - TypeError: &#39;History&#39; object is not subscriptable,15,9118,3,2018-08-07,
10,10,Does ImageDataGenerator add more images to my dataset?,14,6987,5,2018-08-08,
11,11,How to delete a locally uploaded file on google colab?,13,27636,5,2018-09-10,
12,12,how is total loss calculated over multiple classes in Keras?,13,2299,2,2018-08-27,
13,13,How use TPU in google colab,12,12847,1,2018-09-27,
14,14,actor critic policy loss going to zero (with no improvement),12,2138,1,2018-08-08,
15,15,"How to connect LSTM layers in Keras, RepeatVector or return_sequence=True?",11,6984,1,2018-08-08,
16,16,How to use .predict_generator() on new Images - Keras,11,11965,4,2018-09-11,
17,17,"What is the difference between Loss, accuracy, validation loss, Validation accuracy?",11,5658,3,2018-08-06,
18,18,How does binary cross entropy loss work on autoencoders?,11,8320,1,2018-09-21,
19,19,"Error when checking target: expected dense_1 to have 3 dimensions, but got array with shape (118, 1)",11,19760,3,2018-08-09,
20,20,Is there an optimizer in keras based on precision or recall instead of loss?,11,3328,3,2018-08-27,
21,21,Keras Concatenate Layers: Difference between different types of concatenate functions,11,7200,2,2018-08-01,
22,22,Prepare Decoder of a Sequence to Sequence Network in PyTorch,11,818,1,2018-09-21,
23,23,ValueError: Unknown metric function when using custom metric in Keras,10,6859,3,2018-08-06,
24,24,Keras Model.fit Verbose Formatting,10,4239,2,2018-09-10,
25,25,Tensorflow——keras model.save() raise NotImplementedError,10,7134,5,2018-09-28,
26,26,Can&#39;t import frozen graph with BatchNorm layer,10,2949,3,2018-08-15,
27,27,AttributeError: module &#39;tensorflow&#39; has no attribute &#39;name_scope&#39; with Keras,10,27884,6,2018-08-07,
28,28,How to handle Shift in Forecasted value,10,1285,2,2018-09-10,
29,29,Custom loss function for U-net in keras using class weights: `class_weight` not supported for 3+ dimensional targets,10,3219,1,2018-08-10,
0,0,Make a deep copy of a keras model in python,19,7681,2,2020-03-18,0.0
1,1,,1550711100,1150,17,2019-01-07,1.0
2,2,,14,6584,3,2019-11-14,2.0
3,3,,1588751547,5265,13,2019-01-26,3.0
4,4,What is the default weight initializer in Keras?,12,16524,1,2019-10-14,4.0
5,5,Convert sklearn.svm SVC classifier to Keras implementation,12,8319,1,2019-01-29,5.0
6,6,Can a Tensorflow variable be trained using the Tensorflow Keras functional API model? Can a Tensorflow operation be used in the functional API Model?,11,1975,2,2019-01-16,6.0
7,7,InvalidArgumentError: cannot compute MatMul as input #0(zero-based) was expected to be a float tensor but is a double tensor [Op:MatMul],10,12924,1,2020-01-09,7.0
8,8,,10,3030,3,2019-12-16,8.0
9,9,Keras network producing inverse predictions,8,1084,2,2019-01-21,9.0
10,10,,7,4993,1,2019-01-23,10.0
11,11,Should I use the standalone Keras library or tf.keras?,7,1401,1,2019-10-15,11.0
12,12,,6,7028,4,2019-12-22,12.0
13,13,,1553740029,1664,6,2019-01-20,13.0
14,14,,1562149845,2359,6,2019-01-08,14.0
15,15,,6,3038,1,2019-01-22,15.0
16,16,,1548050893,138,6,2019-01-20,16.0
17,17,Using TFRecords with keras,5,2760,2,2019-01-30,17.0
18,18,,5,4170,2,2020-05-28,18.0
19,19,"expected ndim=3, found ndim=2",5,8788,1,2019-01-29,19.0
20,20,Why am I receive AlreadyExistsError?,5,1627,1,2019-11-14,20.0
21,21,ValueError: You are trying to load a weight file containing 6 layers into a model with 0,5,4477,1,2019-01-01,21.0
22,22,Tensorflow predict the class of output,5,1857,1,2019-01-18,22.0
23,23,`Check failed: cudnnSetTensorNdDescriptor` when transfer learning with pretrained Keras model,5,1799,1,2019-09-26,23.0
24,24,,1564346110,3425,5,2019-01-21,24.0
25,25,,1547796585,1014,5,2019-01-18,25.0
26,26,,1549957700,1436,5,2019-01-01,26.0
27,27,Keras ImageDataGenerator: why are the outputs of my CNN reversed?,4,609,1,2019-01-27,27.0
28,28,What if the sample size is not divisible by batch_size in Keras model,4,2837,2,2019-01-12,28.0
29,29,,4,1140,1,2019-01-29,29.0
30,0,WARNING from Tensorflow when creating VGG16,19,12871,3,2019-07-20,0.0
31,1,Why is &quot;step&quot; argument necessary when predicting using data tensors? what does this error mean?,11,9070,5,2020-04-21,1.0
32,2,I am not able to import resnet from keras.applications module,10,16216,4,2020-05-01,2.0
33,3,,10,15295,3,2020-03-22,3.0
34,4,Confusion about multiprocessing and workers in Keras fit_generator() with windows 10 in spyder,1,8502,54622603,1970-01-01,4.0
35,5,Tensorflow: Integrate Keras Model in Estimator model_fn,8,616,0,2019-02-13,5.0
36,6,Tensor object has no attribute keras_shape,2,4886,54628352,1970-01-01,6.0
37,7,Assign indexed entry of Keras tensor,7,246,2,2019-02-25,7.0
38,8,,7,389,1,2020-05-02,8.0
39,9,,6,1125,2,2020-03-02,9.0
40,10,Container localhost does not exist error when using Keras + Flask Blueprints,6,4068,1,2019-09-16,10.0
41,11,How to feed LSTM when training data is in multiple csv files of time series of different length?,6,920,2,2019-04-29,11.0
42,12,How to train Siamese network in Keras?,5,1352,1,2019-02-11,12.0
43,13,What is the difference between return state and return sequence in a keras GRU layer?,5,1067,1,2019-02-26,13.0
44,14,Combining Keras model.fit&#39;s `steps_per_epoch` with TensorFlow&#39;s Dataset API&#39;s `batch()`,1,510,54576279,1970-01-01,14.0
45,15,understanding output shape of keras Conv2DTranspose,5,4536,2,2020-04-24,15.0
46,16,Classifying images with very similar features belonging to different classes,5,175,0,2019-02-25,16.0
47,0,Tensorflow 2.0 - AttributeError: module &#39;tensorflow&#39; has no attribute &#39;Session&#39;,73,110834,6,2020-05-25,0.0
48,1,,18,11632,2,2019-05-22,1.0
49,2,,1553765806,2692,17,2019-03-23,2.0
50,3,"RNN in Tensorflow vs Keras, depreciation of tf.nn.dynamic_rnn()",16,2252,1,2019-05-01,3.0
51,4,The added layer must be an instance of class Layer. Found: &lt;tensorflow.python.keras.engine.input_layer.InputLayer&gt;,15,23457,3,2019-12-02,4.0
52,5,,1553266018,2771,12,2019-03-14,5.0
53,6,,10,3730,3,2020-01-23,6.0
54,7,Neural network for square (x^2) approximation,9,1156,2,2019-03-19,7.0
55,8,,8,8773,2,2019-08-08,8.0
56,9,,1585554302,3175,8,2019-03-19,9.0
57,10,Keras: Custom layer without inputs,8,712,1,2020-01-07,10.0
58,11,tf.loadModel is not a function,7,2807,2,2019-05-10,11.0
59,12,,1552870950,1401,7,2019-03-06,12.0
60,13,,1576881605,1360,7,2019-03-29,13.0
61,14,Feature-wise scaling and shifting (FiLM layer) in Keras,7,513,1,2019-04-14,14.0
62,15,What is the difference between keras and tf.keras?,6,5473,2,2020-04-23,15.0
63,16,What exactly are the losses in Matterport Mask-R-CNN?,6,2972,1,2020-02-07,16.0
64,17,Batch Normalization in tf.keras does not calculate average mean and average variance,6,3903,2,2019-09-05,17.0
65,18,"Create a mixed data generator (images,csv) in keras",6,1015,2,2019-10-28,18.0
66,19,,1552844572,574,6,2019-03-16,19.0
67,20,,5,3712,1,2019-03-22,20.0
68,21,Keras load_model with custom objects doesn&#39;t work properly,5,4601,1,2020-03-17,21.0
69,22,Hierarchical Attention Network - model.fit generates error &#39;ValueError: Input dimension mis-match&#39;,5,321,1,2019-03-11,22.0
70,23,,1556940208,758,5,2019-03-28,23.0
71,24,,5,1744,1,2019-03-16,24.0
72,25,Keras Custom Layer: ValueError: An operation has `None` for gradient,5,2713,2,2019-03-30,25.0
73,26,,1554558915,288,5,2019-03-29,26.0
74,27,,1552532252,60,5,2019-03-12,27.0
75,28,,1551752719,1177,5,2019-03-05,28.0
76,29,,1560354626,340,5,2019-03-11,29.0
77,0,How to fix &#39;Object arrays cannot be loaded when allow_pickle=False&#39; for imdb.load_data() function?,107,115032,18,2020-06-01,0.0
78,1,"How to define max_queue_size, workers and use_multiprocessing in keras fit_generator()?",35,9329,1,2019-04-16,1.0
79,2,How to fix &quot;AttributeError: module &#39;tensorflow&#39; has no attribute &#39;get_default_graph&#39;&quot;?,19,30886,12,2020-03-01,2.0
80,3,This model has not yet been built error on model.summary(),15,15266,4,2020-04-05,3.0
81,4,Tensorflow 2.0 model using tf.function very slow and is recompiling every time the train count changes. Eager runs about 4x faster,10,2042,1,2019-06-25,4.0
82,5,,1578770699,1160,9,2019-04-08,5.0
83,6,Keras2 ImageDataGenerator or TensorFlow tf.data?,8,3828,3,2020-02-28,6.0
84,7,Input images with dynamic dimensions in Tensorflow-lite,8,1958,1,2020-03-05,7.0
85,8,,7,4838,1,2020-04-30,8.0
86,9,,7,618,1,2019-12-26,9.0
87,10,,7,463,3,2020-06-07,10.0
88,11,,1577452871,702,7,2019-04-29,11.0
89,12,,1555593916,724,7,2019-04-17,12.0
90,13,,1588357452,4170,6,2019-04-05,13.0
91,14,Why is accuracy from fit_generator different to that from evaluate_generator in Keras?,6,3415,3,2019-05-23,14.0
92,15,Why is TimeDistributed not needed in my Keras LSTM?,6,245,1,2019-04-05,15.0
93,16,How to debug Keras in TensorFlow 2.0?,6,1409,1,2020-01-14,16.0
94,17,How to implement a custom keras layer that only keeps the top n values and zeros out all the rest?,6,448,1,2019-04-17,17.0
95,18,,1578816804,1469,6,2019-04-10,18.0
96,19,,5,1740,1,2019-04-24,19.0
97,20,,5,566,1,2019-04-12,20.0
98,21,Keras model.predict() slower on first iteration then gets faster,5,1746,1,2019-04-08,21.0
99,22,ValueError: setting an array element with a sequence. On Keras model.fit,5,1669,1,2019-04-13,22.0
100,23,,1555221346,1050,5,2019-04-13,23.0
101,24,Setting Keras Variables in Generator,5,89,1,2019-04-12,24.0
102,25,,1580852325,1685,5,2019-04-07,25.0
103,26,,1575339360,450,5,2019-04-19,26.0
104,27,,1556027684,154,5,2019-04-18,27.0
105,28,,1556697731,874,4,2019-04-20,28.0
106,29,"Can not squeeze dim[1], expected a dimension of 1, got 2",4,3794,2,2019-04-11,29.0
107,0,Keras fit_generator() - How does batch for time series work?,14,1136,1,2019-10-07,0.0
108,1,,14,479,1,2019-05-23,1.0
109,2,,1566814844,860,13,2019-05-13,2.0
110,3,,1559389099,1071,10,2019-05-22,3.0
111,4,How can take advantage of multiprocessing and multithreading in Deep learning using Keras?,7,2078,1,2019-06-04,4.0
112,5,,1558597492,198,7,2019-05-14,5.0
113,6,,7,277,2,2020-05-29,6.0
114,7,,1556940494,1553,7,2019-05-04,7.0
115,8,Calculate recall for each class after each epoch in Tensorflow 2,6,2087,3,2019-07-04,8.0
116,9,,5,2636,2,2019-05-20,9.0
117,10,,5,751,2,2019-05-03,10.0
118,11,,5,71,1,2019-05-17,11.0
119,12,,1581108845,1323,5,2019-05-09,12.0
120,13,,1558088036,86,5,2019-05-17,13.0
121,14,Autofilter for Time Series in Python/Keras using Conv1d,4,235,1,2019-06-07,14.0
122,15,,1558448181,894,4,2019-05-20,15.0
123,16,,4,947,1,2019-05-10,16.0
124,17,"Tensorflow, expected conv2d_input to have 4 dimensions",4,1905,1,2019-05-06,17.0
125,18,,4,296,1,2019-05-05,18.0
126,19,,1559036492,555,4,2019-05-22,19.0
127,20,,1558398134,167,4,2019-05-20,20.0
128,21,,1559554298,303,4,2019-05-22,21.0
129,22,,1558384912,948,4,2019-05-20,22.0
130,23,,1557208013,219,3,2019-05-03,23.0
131,24,,1560242142,3238,3,2019-05-24,24.0
132,25,,3,207,1,2019-05-28,25.0
133,26,Visualizing a heatmap matrix on to an image in OpenCV,3,2299,1,2019-05-23,26.0
134,27,,3,1651,2,2020-04-22,27.0
135,28,Bigger batch size reduce training time,3,183,1,2019-05-22,28.0
136,29,,3,2190,3,2019-12-31,29.0
137,0,Keras difference between generator and sequence,36,1785,2,2020-06-01,0.0
138,1,How to create a keras layer with a custom gradient in TF2.0?,1,2170,56658149,1970-01-01,1.0
139,2,Input shape in keras (This loss expects targets to have the same shape as the output),1,12418,56598943,1970-01-01,2.0
140,3,Saving a TF2 keras model with custom signature defs,7,1118,1,2020-05-28,3.0
141,4,,7,2048,2,2019-08-01,4.0
142,5,Keras: how to reset optimizer state?,6,1542,3,2020-04-22,5.0
143,6,Difference between DepthwiseConv2D and SeparableConv2D,6,1414,1,2019-06-26,6.0
144,7,Custom Datagenerator,3,91,56806059,1970-01-01,7.0
145,8,Keras layer with int inputs cannot be built,5,1044,0,2019-12-26,8.0
146,9,Tensorflow Keras model.summary() shows 0 trainable parameters on a layer,5,943,0,2019-06-10,9.0
147,10,,4,9671,5,2020-05-10,10.0
148,11,how to properly saving loaded h5 model to pb with TF2,4,2017,2,2019-12-24,11.0
149,12,How to determine input shape in keras?,1,1581,56565674,1970-01-01,12.0
150,13,What is the purpose of Keras custom objects when creating custom layers?,1,564,56768674,1970-01-01,13.0
151,14,How to insert certain values at certain indices of a tensor in tensorflow?,1,636,56656216,1970-01-01,14.0
152,15,Keras: MLP on CPU Reproducibility,4,860,2,2019-06-20,15.0
153,16,Keras - On train end callback does not get any log,1,437,56511338,1970-01-01,16.0
154,17,,4,47,0,2019-06-27,17.0
155,18,Keras and AutoGraph,4,282,0,2019-06-23,18.0
156,19,How to use Dropout and BatchNormalization in LSTM Networks (Keras),4,1531,0,2019-06-13,19.0
157,20,tensorboard - error:Trace already enabled - How to solve?,3,2009,4,2020-04-28,20.0
158,21,Exception with Callback in Keras - Tensorflow 2.0 - Python,3,955,5,2020-05-21,21.0
159,0,Deploy Semantic Segmentation Network (U-Net) with TensorRT (no upsampling support),18,1853,3,2019-09-28,0.0
160,1,How to write to TensorBoard in TensorFlow 2,1,2827,56961915,1970-01-01,1.0
161,2,Function call stack: keras_scratch_graph Error,9,11989,4,2020-04-02,2.0
162,3,,9,3629,2,2020-02-06,3.0
163,4,,7,3341,2,2020-04-07,4.0
164,5,Efficient allreduce is not supported for 2 IndexedSlices,7,411,0,2019-07-02,5.0
165,6,Tensorboard AttributeError: &#39;ModelCheckpoint&#39; object has no attribute &#39;on_train_batch_begin&#39;,3,4957,57123200,1970-01-01,6.0
166,7,Wasserstein loss can be negative?,6,1336,1,2019-11-20,7.0
167,8,Tensorflow 2.0: Accessing a batch&#39;s tensors from a callback,6,126,0,2019-07-12,8.0
168,9,Using Neural Networks in optimization problems,6,350,0,2019-07-13,9.0
169,10,,5,495,0,2019-07-21,10.0
170,11,,5,57,0,2019-07-04,11.0
171,12,AttributeError when using callback Tensorboard on Keras: &#39;Model&#39; object has no attribute &#39;run_eagerly&#39;,4,3451,2,2020-05-10,12.0
172,13,how to add custom Keras model in OpenCv in python,4,1234,2,2019-07-18,13.0
173,14,Default Adam optimizer doesn&#39;t work in tf.keras but string `adam` does,2,486,56977650,1970-01-01,14.0
174,15,ValueError: The model is not configured to compute accuracy,4,960,1,2019-10-26,15.0
175,16,How to install plaidML / plaidML-keras,4,2707,4,2020-02-01,16.0
176,0,exact model converges on keras-tf but not on keras,12,207,1,2019-09-03,0.0
177,1,Tensorflow: device CUDA:0 not supported by XLA service while setting up XLA_GPU_JIT device number 0,9,6234,2,2020-01-26,1.0
178,2,Validation loss and accuracy not changing from training,3,159,1,2020-02-05,2.0
179,0,Why is TensorFlow 2 much slower than TensorFlow 1?,146,13907,2,2020-05-19,0.0
180,1,Why does keras model predict slower after compile?,23,4106,2,2020-01-15,1.0
181,2,,19,26312,2,2019-10-23,2.0
182,3,Tensorflow Data Adapter Error: ValueError: Failed to find data adapter that can handle input,18,17982,4,2020-05-02,3.0
183,4,Flask and Keras model Error &#39;&#39;_thread._local&#39; object has no attribute &#39;value&#39;&#39;?,17,7621,15,2020-04-26,4.0
184,5,TypeError: Unexpected keyword argument passed to optimizer: learning_rate,12,18281,13,2020-05-31,5.0
185,6,What is the difference between sparse_categorical_crossentropy and categorical_crossentropy?,9,5178,2,2020-01-18,6.0
186,7,What is the difference between tf.keras and tf.python.keras?,9,1238,1,2019-10-17,7.0
187,8,Proper way to feed time-series data to stateful LSTM?,8,1060,1,2019-10-08,8.0
188,9,Unable to import Keras(from TensorFlow 2.0) in PyCharm,8,3571,2,2020-03-05,9.0
189,10,,8,12763,1,2019-11-03,10.0
190,11,,1568717013,395,8,2019-09-09,11.0
191,12,GradienTape convergence much slower than Keras.model.fit,8,405,2,2019-11-03,12.0
192,13,,1570784869,516,8,2019-09-23,13.0
193,14,,1571897046,12246,7,2019-10-06,14.0
194,15,,7,5424,3,2019-12-20,15.0
195,16,How visualize attention LSTM using keras-self-attention package?,7,1738,1,2020-02-03,16.0
196,17,Keras you are trying to load a weight file containing 2 layers into a model with 1 layers,7,326,1,2019-10-07,17.0
197,18,,7,1814,1,2020-03-13,18.0
198,19,,1568813001,876,7,2019-09-18,19.0
199,20,Why are my results still not reproducible?,6,298,1,2019-11-02,20.0
200,21,,1572997452,434,6,2019-10-29,21.0
201,22,,6,313,3,2019-09-22,22.0
202,23,,6,279,1,2019-09-07,23.0
203,24,,1576826988,1262,5,2019-09-02,24.0
204,25,"batch normalization, yes or no?",5,254,1,2019-10-30,25.0
205,26,Keras sees my GPU but doesn&#39;t use it when training a neural network,5,2024,1,2019-10-18,26.0
206,27,,1590262573,296,5,2019-09-27,27.0
207,28,Installing Keras/Tensor Flow on R,5,247,1,2019-09-21,28.0
208,29,TensorFlow 2.0 Keras layers with custom tensors as variables,5,1150,3,2020-05-08,29.0
209,0,WARNING:tensorflow:sample_weight modes were coerced from ... to [&#39;...&#39;],51,10035,4,2020-04-04,0.0
210,1,Unexpected keyword argument &#39;ragged&#39; in Keras,14,6739,1,2020-01-21,1.0
211,2,,12,1165,1,2019-11-27,2.0
212,3,Maximize the MSE of a keras model,11,298,2,2019-12-23,3.0
213,4,,1591023502,2569,11,2019-11-20,4.0
214,5,,10,4164,1,2020-02-26,5.0
215,6,,1589974455,1696,10,2019-12-07,6.0
216,7,,1589985713,20067,9,2019-11-28,7.0
217,8,Tensorflow: `batch_size` or `steps` is required for `Tensor` or `NumPy` input data,9,1971,2,2020-03-30,8.0
218,9,,8,3722,2,2020-04-13,9.0
219,10,,1573811311,4317,6,2019-11-09,10.0
220,11,,1591110926,491,6,2019-11-05,11.0
221,12,,1576522043,173,6,2019-12-06,12.0
222,13,,1574092361,221,6,2019-11-06,13.0
223,14,,1577651975,71,5,2019-12-29,14.0
224,15,,5,1016,1,2019-11-22,15.0
225,16,Improve real-life results of neural network trained with mnist dataset,5,196,3,2020-01-02,16.0
226,17,,1572866674,102,5,2019-11-01,17.0
227,18,,1585805337,639,4,2019-11-30,18.0
228,19,What is the best activation function to use for time series prediction,4,450,2,2020-04-11,19.0
229,20,,1586871963,784,4,2019-12-23,20.0
230,21,How to replace certain parts of a tensor on the condition in keras?,4,131,3,2019-11-19,21.0
231,22,Batch normalization layer for CNN-LSTM,4,347,1,2020-02-04,22.0
232,23,Tensorflow ResNet model loading uses **~5 GB of RAM** - while loading from weights uses only ~200 MB,4,161,1,2019-12-07,23.0
233,24,,4,587,3,2019-11-09,24.0
234,25,How to get reduced learning rate of SGD optimizer in TensorFlow 2.0?,4,1024,1,2019-11-07,25.0
235,26,,4,100,1,2019-12-30,26.0
236,27,,4,219,2,2019-12-25,27.0
237,28,Discrepancy between R&#39;s Keras and Python&#39;s Keras -- Accuracy bug?,4,52,1,2020-01-03,28.0
238,29,Accessing layer&#39;s input/output using Tensorflow 2.0 Model Sub-classing,4,401,1,2019-12-18,29.0
